cause,age,month,dead
Multiple cause of death C00-C97,5,2021-02,28
Multiple cause of death C00-C97,5,2021-03,27
Multiple cause of death C00-C97,5,2021-04,31
Multiple cause of death C00-C97,5,2021-05,37
Multiple cause of death C00-C97,5,2021-06,27
Multiple cause of death C00-C97,5,2021-07,31
Multiple cause of death C00-C97,5,2021-08,44
Multiple cause of death C00-C97,5,2021-09,29
Multiple cause of death C00-C97,5,2021-10,26
Multiple cause of death C00-C97,5,2021-11,30
Multiple cause of death C00-C97,5,2021-12,28
Multiple cause of death C00-C97,5,2022-01,30
Multiple cause of death C00-C97,5,2022-02,36
Multiple cause of death C00-C97,5,2022-03,30
Multiple cause of death C00-C97,5,2022-04,45
Multiple cause of death C00-C97,5,2022-05,34
Multiple cause of death C00-C97,5,2022-06,42
Multiple cause of death C00-C97,5,2022-07,34
Multiple cause of death C00-C97,5,2022-08,31
Multiple cause of death C00-C97,5,2022-09,46
Multiple cause of death C00-C97,5,2022-10,28
Multiple cause of death C00-C97,5,2022-11,29
Multiple cause of death C00-C97,5,2022-12,34
Multiple cause of death C00-C97,5,2023-01,35
Multiple cause of death C00-C97,5,2023-02,37
Multiple cause of death C00-C97,5,2023-03,30
Multiple cause of death C00-C97,5,2023-04,43
Multiple cause of death C00-C97,5,2023-05,30
Multiple cause of death C00-C97,5,2023-06,29
Multiple cause of death C00-C97,5,2023-07,31
Multiple cause of death C00-C97,5,2023-08,33
Multiple cause of death C00-C97,5,2023-09,33
Multiple cause of death C00-C97,5,2023-10,42
Multiple cause of death C00-C97,5,2023-11,28
Multiple cause of death C00-C97,5,2023-12,41
Multiple cause of death C00-C97,5,2024-01,40
Multiple cause of death C00-C97,5,2024-02,25
Multiple cause of death C00-C97,5,2024-03,40
Multiple cause of death C00-C97,5,2024-04,28
Multiple cause of death C00-C97,5,2024-05,28
Multiple cause of death C00-C97,5,2024-06,41
Multiple cause of death C00-C97,5,2024-07,42
Multiple cause of death C00-C97,5,2024-08,25
Multiple cause of death C00-C97,10,1999-01,40
Multiple cause of death C00-C97,10,1999-02,43
Multiple cause of death C00-C97,10,1999-03,54
Multiple cause of death C00-C97,10,1999-04,46
Multiple cause of death C00-C97,10,1999-05,46
Multiple cause of death C00-C97,10,1999-06,38
Multiple cause of death C00-C97,10,1999-07,36
Multiple cause of death C00-C97,10,1999-08,43
Multiple cause of death C00-C97,10,1999-09,50
Multiple cause of death C00-C97,10,1999-10,43
Multiple cause of death C00-C97,10,1999-11,41
Multiple cause of death C00-C97,10,1999-12,45
Multiple cause of death C00-C97,10,2000-01,45
Multiple cause of death C00-C97,10,2000-02,43
Multiple cause of death C00-C97,10,2000-03,48
Multiple cause of death C00-C97,10,2000-04,39
Multiple cause of death C00-C97,10,2000-05,42
Multiple cause of death C00-C97,10,2000-06,42
Multiple cause of death C00-C97,10,2000-07,46
Multiple cause of death C00-C97,10,2000-08,51
Multiple cause of death C00-C97,10,2000-09,55
Multiple cause of death C00-C97,10,2000-10,39
Multiple cause of death C00-C97,10,2000-11,51
Multiple cause of death C00-C97,10,2000-12,45
Multiple cause of death C00-C97,10,2001-01,44
Multiple cause of death C00-C97,10,2001-02,36
Multiple cause of death C00-C97,10,2001-03,41
Multiple cause of death C00-C97,10,2001-04,36
Multiple cause of death C00-C97,10,2001-05,57
Multiple cause of death C00-C97,10,2001-06,36
Multiple cause of death C00-C97,10,2001-07,49
Multiple cause of death C00-C97,10,2001-08,43
Multiple cause of death C00-C97,10,2001-09,63
Multiple cause of death C00-C97,10,2001-10,41
Multiple cause of death C00-C97,10,2001-11,41
Multiple cause of death C00-C97,10,2001-12,51
Multiple cause of death C00-C97,10,2002-01,48
Multiple cause of death C00-C97,10,2002-02,49
Multiple cause of death C00-C97,10,2002-03,41
Multiple cause of death C00-C97,10,2002-04,44
Multiple cause of death C00-C97,10,2002-05,57
Multiple cause of death C00-C97,10,2002-06,43
Multiple cause of death C00-C97,10,2002-07,48
Multiple cause of death C00-C97,10,2002-08,52
Multiple cause of death C00-C97,10,2002-09,37
Multiple cause of death C00-C97,10,2002-10,58
Multiple cause of death C00-C97,10,2002-11,45
Multiple cause of death C00-C97,10,2002-12,50
Multiple cause of death C00-C97,10,2003-01,58
Multiple cause of death C00-C97,10,2003-02,39
Multiple cause of death C00-C97,10,2003-03,50
Multiple cause of death C00-C97,10,2003-04,53
Multiple cause of death C00-C97,10,2003-05,43
Multiple cause of death C00-C97,10,2003-06,44
Multiple cause of death C00-C97,10,2003-07,49
Multiple cause of death C00-C97,10,2003-08,57
Multiple cause of death C00-C97,10,2003-09,37
Multiple cause of death C00-C97,10,2003-10,49
Multiple cause of death C00-C97,10,2003-11,50
Multiple cause of death C00-C97,10,2003-12,47
Multiple cause of death C00-C97,10,2004-01,43
Multiple cause of death C00-C97,10,2004-02,43
Multiple cause of death C00-C97,10,2004-03,37
Multiple cause of death C00-C97,10,2004-04,44
Multiple cause of death C00-C97,10,2004-05,48
Multiple cause of death C00-C97,10,2004-06,44
Multiple cause of death C00-C97,10,2004-07,37
Multiple cause of death C00-C97,10,2004-08,37
Multiple cause of death C00-C97,10,2004-09,39
Multiple cause of death C00-C97,10,2004-10,61
Multiple cause of death C00-C97,10,2004-11,47
Multiple cause of death C00-C97,10,2004-12,48
Multiple cause of death C00-C97,10,2005-01,44
Multiple cause of death C00-C97,10,2005-02,32
Multiple cause of death C00-C97,10,2005-03,48
Multiple cause of death C00-C97,10,2005-04,44
Multiple cause of death C00-C97,10,2005-05,37
Multiple cause of death C00-C97,10,2005-06,49
Multiple cause of death C00-C97,10,2005-07,44
Multiple cause of death C00-C97,10,2005-08,44
Multiple cause of death C00-C97,10,2005-09,55
Multiple cause of death C00-C97,10,2005-10,52
Multiple cause of death C00-C97,10,2005-11,43
Multiple cause of death C00-C97,10,2005-12,44
Multiple cause of death C00-C97,10,2006-01,38
Multiple cause of death C00-C97,10,2006-02,38
Multiple cause of death C00-C97,10,2006-03,47
Multiple cause of death C00-C97,10,2006-04,39
Multiple cause of death C00-C97,10,2006-05,47
Multiple cause of death C00-C97,10,2006-06,40
Multiple cause of death C00-C97,10,2006-07,37
Multiple cause of death C00-C97,10,2006-08,40
Multiple cause of death C00-C97,10,2006-09,28
Multiple cause of death C00-C97,10,2006-10,31
Multiple cause of death C00-C97,10,2006-11,34
Multiple cause of death C00-C97,10,2006-12,45
Multiple cause of death C00-C97,10,2007-01,29
Multiple cause of death C00-C97,10,2007-02,34
Multiple cause of death C00-C97,10,2007-03,28
Multiple cause of death C00-C97,10,2007-04,49
Multiple cause of death C00-C97,10,2007-05,50
Multiple cause of death C00-C97,10,2007-06,35
Multiple cause of death C00-C97,10,2007-07,42
Multiple cause of death C00-C97,10,2007-08,48
Multiple cause of death C00-C97,10,2007-09,53
Multiple cause of death C00-C97,10,2007-10,44
Multiple cause of death C00-C97,10,2007-11,44
Multiple cause of death C00-C97,10,2007-12,46
Multiple cause of death C00-C97,10,2008-01,52
Multiple cause of death C00-C97,10,2008-02,25
Multiple cause of death C00-C97,10,2008-03,49
Multiple cause of death C00-C97,10,2008-04,50
Multiple cause of death C00-C97,10,2008-05,36
Multiple cause of death C00-C97,10,2008-06,31
Multiple cause of death C00-C97,10,2008-07,40
Multiple cause of death C00-C97,10,2008-08,28
Multiple cause of death C00-C97,10,2008-09,32
Multiple cause of death C00-C97,10,2008-10,36
Multiple cause of death C00-C97,10,2008-11,38
Multiple cause of death C00-C97,10,2008-12,30
Multiple cause of death C00-C97,10,2009-01,40
Multiple cause of death C00-C97,10,2009-02,21
Multiple cause of death C00-C97,10,2009-03,27
Multiple cause of death C00-C97,10,2009-04,34
Multiple cause of death C00-C97,10,2009-05,39
Multiple cause of death C00-C97,10,2009-06,45
Multiple cause of death C00-C97,10,2009-07,37
Multiple cause of death C00-C97,10,2009-08,39
Multiple cause of death C00-C97,10,2009-09,30
Multiple cause of death C00-C97,10,2009-10,57
Multiple cause of death C00-C97,10,2009-11,43
Multiple cause of death C00-C97,10,2009-12,34
Multiple cause of death C00-C97,10,2010-01,53
Multiple cause of death C00-C97,10,2010-02,29
Multiple cause of death C00-C97,10,2010-03,46
Multiple cause of death C00-C97,10,2010-04,51
Multiple cause of death C00-C97,10,2010-05,27
Multiple cause of death C00-C97,10,2010-06,56
Multiple cause of death C00-C97,10,2010-07,43
Multiple cause of death C00-C97,10,2010-08,39
Multiple cause of death C00-C97,10,2010-09,30
Multiple cause of death C00-C97,10,2010-10,36
Multiple cause of death C00-C97,10,2010-11,42
Multiple cause of death C00-C97,10,2010-12,48
Multiple cause of death C00-C97,10,2011-01,34
Multiple cause of death C00-C97,10,2011-02,48
Multiple cause of death C00-C97,10,2011-03,34
Multiple cause of death C00-C97,10,2011-04,28
Multiple cause of death C00-C97,10,2011-05,29
Multiple cause of death C00-C97,10,2011-06,36
Multiple cause of death C00-C97,10,2011-07,39
Multiple cause of death C00-C97,10,2011-08,35
Multiple cause of death C00-C97,10,2011-09,41
Multiple cause of death C00-C97,10,2011-10,41
Multiple cause of death C00-C97,10,2011-11,36
Multiple cause of death C00-C97,10,2011-12,35
Multiple cause of death C00-C97,10,2012-01,40
Multiple cause of death C00-C97,10,2012-02,30
Multiple cause of death C00-C97,10,2012-03,39
Multiple cause of death C00-C97,10,2012-04,51
Multiple cause of death C00-C97,10,2012-05,31
Multiple cause of death C00-C97,10,2012-06,52
Multiple cause of death C00-C97,10,2012-07,37
Multiple cause of death C00-C97,10,2012-08,41
Multiple cause of death C00-C97,10,2012-09,47
Multiple cause of death C00-C97,10,2012-10,36
Multiple cause of death C00-C97,10,2012-11,39
Multiple cause of death C00-C97,10,2012-12,44
Multiple cause of death C00-C97,10,2013-01,32
Multiple cause of death C00-C97,10,2013-02,46
Multiple cause of death C00-C97,10,2013-03,41
Multiple cause of death C00-C97,10,2013-04,42
Multiple cause of death C00-C97,10,2013-05,27
Multiple cause of death C00-C97,10,2013-06,37
Multiple cause of death C00-C97,10,2013-07,37
Multiple cause of death C00-C97,10,2013-08,52
Multiple cause of death C00-C97,10,2013-09,38
Multiple cause of death C00-C97,10,2013-10,40
Multiple cause of death C00-C97,10,2013-11,35
Multiple cause of death C00-C97,10,2013-12,45
Multiple cause of death C00-C97,10,2014-01,29
Multiple cause of death C00-C97,10,2014-02,44
Multiple cause of death C00-C97,10,2014-03,34
Multiple cause of death C00-C97,10,2014-04,44
Multiple cause of death C00-C97,10,2014-05,39
Multiple cause of death C00-C97,10,2014-06,30
Multiple cause of death C00-C97,10,2014-07,43
Multiple cause of death C00-C97,10,2014-08,42
Multiple cause of death C00-C97,10,2014-09,25
Multiple cause of death C00-C97,10,2014-10,32
Multiple cause of death C00-C97,10,2014-11,25
Multiple cause of death C00-C97,10,2014-12,40
Multiple cause of death C00-C97,10,2015-01,36
Multiple cause of death C00-C97,10,2015-02,35
Multiple cause of death C00-C97,10,2015-03,48
Multiple cause of death C00-C97,10,2015-04,36
Multiple cause of death C00-C97,10,2015-05,44
Multiple cause of death C00-C97,10,2015-06,32
Multiple cause of death C00-C97,10,2015-07,42
Multiple cause of death C00-C97,10,2015-08,34
Multiple cause of death C00-C97,10,2015-09,41
Multiple cause of death C00-C97,10,2015-10,39
Multiple cause of death C00-C97,10,2015-11,24
Multiple cause of death C00-C97,10,2015-12,37
Multiple cause of death C00-C97,10,2016-01,49
Multiple cause of death C00-C97,10,2016-02,45
Multiple cause of death C00-C97,10,2016-03,52
Multiple cause of death C00-C97,10,2016-04,26
Multiple cause of death C00-C97,10,2016-05,23
Multiple cause of death C00-C97,10,2016-06,46
Multiple cause of death C00-C97,10,2016-07,33
Multiple cause of death C00-C97,10,2016-08,39
Multiple cause of death C00-C97,10,2016-09,29
Multiple cause of death C00-C97,10,2016-10,45
Multiple cause of death C00-C97,10,2016-11,26
Multiple cause of death C00-C97,10,2016-12,40
Multiple cause of death C00-C97,10,2017-01,36
Multiple cause of death C00-C97,10,2017-02,41
Multiple cause of death C00-C97,10,2017-03,40
Multiple cause of death C00-C97,10,2017-04,43
Multiple cause of death C00-C97,10,2017-05,37
Multiple cause of death C00-C97,10,2017-06,33
Multiple cause of death C00-C97,10,2017-07,43
Multiple cause of death C00-C97,10,2017-08,25
Multiple cause of death C00-C97,10,2017-09,40
Multiple cause of death C00-C97,10,2017-10,33
Multiple cause of death C00-C97,10,2017-11,46
Multiple cause of death C00-C97,10,2017-12,43
Multiple cause of death C00-C97,10,2018-01,45
Multiple cause of death C00-C97,10,2018-02,28
Multiple cause of death C00-C97,10,2018-03,44
Multiple cause of death C00-C97,10,2018-04,47
Multiple cause of death C00-C97,10,2018-05,40
Multiple cause of death C00-C97,10,2018-06,33
Multiple cause of death C00-C97,10,2018-07,32
Multiple cause of death C00-C97,10,2018-08,38
Multiple cause of death C00-C97,10,2018-09,46
Multiple cause of death C00-C97,10,2018-10,36
Multiple cause of death C00-C97,10,2018-11,45
Multiple cause of death C00-C97,10,2018-12,49
Multiple cause of death C00-C97,10,2019-01,34
Multiple cause of death C00-C97,10,2019-02,29
Multiple cause of death C00-C97,10,2019-03,22
Multiple cause of death C00-C97,10,2019-04,33
Multiple cause of death C00-C97,10,2019-05,41
Multiple cause of death C00-C97,10,2019-06,43
Multiple cause of death C00-C97,10,2019-07,45
Multiple cause of death C00-C97,10,2019-08,37
Multiple cause of death C00-C97,10,2019-09,47
Multiple cause of death C00-C97,10,2019-10,31
Multiple cause of death C00-C97,10,2019-11,30
Multiple cause of death C00-C97,10,2019-12,35
Multiple cause of death C00-C97,10,2020-01,36
Multiple cause of death C00-C97,10,2020-02,53
Multiple cause of death C00-C97,10,2020-03,36
Multiple cause of death C00-C97,10,2020-04,41
Multiple cause of death C00-C97,10,2020-05,40
Multiple cause of death C00-C97,10,2020-06,29
Multiple cause of death C00-C97,10,2020-07,34
Multiple cause of death C00-C97,10,2020-08,25
Multiple cause of death C00-C97,10,2020-09,40
Multiple cause of death C00-C97,10,2020-10,40
Multiple cause of death C00-C97,10,2020-11,27
Multiple cause of death C00-C97,10,2020-12,38
Multiple cause of death C00-C97,10,2021-01,39
Multiple cause of death C00-C97,10,2021-02,44
Multiple cause of death C00-C97,10,2021-03,37
Multiple cause of death C00-C97,10,2021-04,36
Multiple cause of death C00-C97,10,2021-05,39
Multiple cause of death C00-C97,10,2021-06,40
Multiple cause of death C00-C97,10,2021-07,44
Multiple cause of death C00-C97,10,2021-08,37
Multiple cause of death C00-C97,10,2021-09,40
Multiple cause of death C00-C97,10,2021-10,46
Multiple cause of death C00-C97,10,2021-11,39
Multiple cause of death C00-C97,10,2021-12,37
Multiple cause of death C00-C97,10,2022-01,41
Multiple cause of death C00-C97,10,2022-02,37
Multiple cause of death C00-C97,10,2022-03,42
Multiple cause of death C00-C97,10,2022-04,37
Multiple cause of death C00-C97,10,2022-05,30
Multiple cause of death C00-C97,10,2022-06,53
Multiple cause of death C00-C97,10,2022-07,50
Multiple cause of death C00-C97,10,2022-08,41
Multiple cause of death C00-C97,10,2022-09,38
Multiple cause of death C00-C97,10,2022-10,26
Multiple cause of death C00-C97,10,2022-11,30
Multiple cause of death C00-C97,10,2022-12,48
Multiple cause of death C00-C97,10,2023-01,41
Multiple cause of death C00-C97,10,2023-02,48
Multiple cause of death C00-C97,10,2023-03,36
Multiple cause of death C00-C97,10,2023-04,37
Multiple cause of death C00-C97,10,2023-05,41
Multiple cause of death C00-C97,10,2023-06,40
Multiple cause of death C00-C97,10,2023-07,42
Multiple cause of death C00-C97,10,2023-08,39
Multiple cause of death C00-C97,10,2023-09,45
Multiple cause of death C00-C97,10,2023-10,47
Multiple cause of death C00-C97,10,2023-11,43
Multiple cause of death C00-C97,10,2023-12,35
Multiple cause of death C00-C97,10,2024-01,45
Multiple cause of death C00-C97,10,2024-02,40
Multiple cause of death C00-C97,10,2024-03,44
Multiple cause of death C00-C97,10,2024-04,38
Multiple cause of death C00-C97,10,2024-05,38
Multiple cause of death C00-C97,10,2024-06,32
Multiple cause of death C00-C97,10,2024-07,36
Multiple cause of death C00-C97,10,2024-08,31
Multiple cause of death C00-C97,15,1999-01,68
Multiple cause of death C00-C97,15,1999-02,60
Multiple cause of death C00-C97,15,1999-03,76
Multiple cause of death C00-C97,15,1999-04,48
Multiple cause of death C00-C97,15,1999-05,53
Multiple cause of death C00-C97,15,1999-06,70
Multiple cause of death C00-C97,15,1999-07,68
Multiple cause of death C00-C97,15,1999-08,63
Multiple cause of death C00-C97,15,1999-09,74
Multiple cause of death C00-C97,15,1999-10,68
Multiple cause of death C00-C97,15,1999-11,74
Multiple cause of death C00-C97,15,1999-12,58
Multiple cause of death C00-C97,15,2000-01,66
Multiple cause of death C00-C97,15,2000-02,49
Multiple cause of death C00-C97,15,2000-03,64
Multiple cause of death C00-C97,15,2000-04,59
Multiple cause of death C00-C97,15,2000-05,51
Multiple cause of death C00-C97,15,2000-06,73
Multiple cause of death C00-C97,15,2000-07,78
Multiple cause of death C00-C97,15,2000-08,68
Multiple cause of death C00-C97,15,2000-09,60
Multiple cause of death C00-C97,15,2000-10,83
Multiple cause of death C00-C97,15,2000-11,76
Multiple cause of death C00-C97,15,2000-12,48
Multiple cause of death C00-C97,15,2001-01,63
Multiple cause of death C00-C97,15,2001-02,60
Multiple cause of death C00-C97,15,2001-03,56
Multiple cause of death C00-C97,15,2001-04,61
Multiple cause of death C00-C97,15,2001-05,75
Multiple cause of death C00-C97,15,2001-06,62
Multiple cause of death C00-C97,15,2001-07,60
Multiple cause of death C00-C97,15,2001-08,74
Multiple cause of death C00-C97,15,2001-09,73
Multiple cause of death C00-C97,15,2001-10,71
