date,cause,code,dead
2019-09,"Ulcer of lower limb, not elsewhere classified",L97,98
2019-09,"Chronic ulcer of skin, not elsewhere classified",L98.4,179
2019-09,Other specified disorders of skin and subcutaneous tissue,L98.8,33
2019-09,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,28
2019-10,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,28
2019-10,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,12
2019-10,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,27
2019-10,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,44
2019-10,Cellulitis of other parts of limb,L03.1,218
2019-10,Cellulitis of trunk,L03.3,25
2019-10,"Cellulitis, unspecified",L03.9,306
2019-10,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,200
2019-10,Bullous pemphigoid,L12.0,35
2019-10,Arthropathic psoriasis,L40.5,15
2019-10,"Psoriasis, unspecified",L40.9,22
2019-10,Bullous erythema multiforme,L51.1,16
2019-10,"Erythematous condition, unspecified",L53.9,10
2019-10,Stage III decubitus ulcer,L89.2,22
2019-10,Stage IV decubitus ulcer,L89.3,108
2019-10,"Decubitus ulcer and pressure area, unspecified",L89.9,693
2019-10,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,15
2019-10,Discoid lupus erythematosus,L93.0,100
2019-10,"Ulcer of lower limb, not elsewhere classified",L97,80
2019-10,"Chronic ulcer of skin, not elsewhere classified",L98.4,206
2019-10,Other specified disorders of skin and subcutaneous tissue,L98.8,23
2019-10,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,26
2019-11,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,26
2019-11,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,25
2019-11,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,46
2019-11,Cellulitis of other parts of limb,L03.1,216
2019-11,Cellulitis of trunk,L03.3,18
2019-11,"Cellulitis, unspecified",L03.9,282
2019-11,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,183
2019-11,Bullous pemphigoid,L12.0,36
2019-11,Arthropathic psoriasis,L40.5,18
2019-11,"Psoriasis, unspecified",L40.9,29
2019-11,Bullous erythema multiforme,L51.1,17
2019-11,Toxic epidermal necrolysis [Lyell],L51.2,14
2019-11,"Erythematous condition, unspecified",L53.9,13
2019-11,Stage III decubitus ulcer,L89.2,12
2019-11,Stage IV decubitus ulcer,L89.3,73
2019-11,"Decubitus ulcer and pressure area, unspecified",L89.9,663
2019-11,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,16
2019-11,Discoid lupus erythematosus,L93.0,89
2019-11,"Ulcer of lower limb, not elsewhere classified",L97,94
2019-11,"Chronic ulcer of skin, not elsewhere classified",L98.4,179
2019-11,Other specified disorders of skin and subcutaneous tissue,L98.8,33
2019-11,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,34
2019-12,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,31
2019-12,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,10
2019-12,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,26
2019-12,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,36
2019-12,Cellulitis of other parts of limb,L03.1,235
2019-12,Cellulitis of face,L03.2,12
2019-12,Cellulitis of trunk,L03.3,14
2019-12,"Cellulitis, unspecified",L03.9,285
2019-12,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,219
2019-12,Bullous pemphigoid,L12.0,43
2019-12,Arthropathic psoriasis,L40.5,20
2019-12,"Psoriasis, unspecified",L40.9,41
2019-12,Bullous erythema multiforme,L51.1,16
2019-12,"Erythematous condition, unspecified",L53.9,15
2019-12,Stage III decubitus ulcer,L89.2,15
2019-12,Stage IV decubitus ulcer,L89.3,101
2019-12,"Decubitus ulcer and pressure area, unspecified",L89.9,760
2019-12,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,15
2019-12,Discoid lupus erythematosus,L93.0,124
2019-12,"Ulcer of lower limb, not elsewhere classified",L97,82
2019-12,"Chronic ulcer of skin, not elsewhere classified",L98.4,175
2019-12,Other specified disorders of skin and subcutaneous tissue,L98.8,25
2019-12,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,18
2020-01,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,20
2020-01,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,12
2020-01,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,33
2020-01,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,39
2020-01,Cellulitis of other parts of limb,L03.1,281
2020-01,Cellulitis of trunk,L03.3,24
2020-01,"Cellulitis, unspecified",L03.9,275
2020-01,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,201
2020-01,Bullous pemphigoid,L12.0,37
2020-01,"Psoriasis, unspecified",L40.9,26
2020-01,Bullous erythema multiforme,L51.1,14
2020-01,Toxic epidermal necrolysis [Lyell],L51.2,14
2020-01,"Erythematous condition, unspecified",L53.9,13
2020-01,Pyoderma gangrenosum,L88,12
2020-01,Stage II decubitus ulcer,L89.1,13
2020-01,Stage III decubitus ulcer,L89.2,15
2020-01,Stage IV decubitus ulcer,L89.3,134
2020-01,"Decubitus ulcer and pressure area, unspecified",L89.9,729
2020-01,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,16
2020-01,Discoid lupus erythematosus,L93.0,119
2020-01,"Ulcer of lower limb, not elsewhere classified",L97,105
2020-01,"Chronic ulcer of skin, not elsewhere classified",L98.4,188
2020-01,Other specified disorders of skin and subcutaneous tissue,L98.8,31
2020-01,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,31
2020-02,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,21
2020-02,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,15
2020-02,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,22
2020-02,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,38
2020-02,Cellulitis of other parts of limb,L03.1,224
2020-02,Cellulitis of trunk,L03.3,17
2020-02,"Cellulitis, unspecified",L03.9,280
2020-02,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,181
2020-02,Bullous pemphigoid,L12.0,35
2020-02,Arthropathic psoriasis,L40.5,18
2020-02,"Psoriasis, unspecified",L40.9,22
2020-02,Bullous erythema multiforme,L51.1,13
2020-02,Toxic epidermal necrolysis [Lyell],L51.2,10
2020-02,Stage II decubitus ulcer,L89.1,11
2020-02,Stage III decubitus ulcer,L89.2,28
2020-02,Stage IV decubitus ulcer,L89.3,108
2020-02,"Decubitus ulcer and pressure area, unspecified",L89.9,662
2020-02,Discoid lupus erythematosus,L93.0,137
2020-02,"Ulcer of lower limb, not elsewhere classified",L97,105
2020-02,"Chronic ulcer of skin, not elsewhere classified",L98.4,190
2020-02,Other specified disorders of skin and subcutaneous tissue,L98.8,29
2020-02,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,25
2020-03,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,28
2020-03,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,11
2020-03,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,25
2020-03,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,48
2020-03,Cellulitis of other parts of limb,L03.1,220
2020-03,Cellulitis of trunk,L03.3,29
2020-03,"Cellulitis, unspecified",L03.9,361
2020-03,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,211
2020-03,"Pemphigus, unspecified",L10.9,10
2020-03,Bullous pemphigoid,L12.0,33
2020-03,Arthropathic psoriasis,L40.5,17
2020-03,"Psoriasis, unspecified",L40.9,32
2020-03,Bullous erythema multiforme,L51.1,16
2020-03,"Erythematous condition, unspecified",L53.9,13
2020-03,Pyoderma gangrenosum,L88,10
2020-03,Stage II decubitus ulcer,L89.1,10
2020-03,Stage III decubitus ulcer,L89.2,17
2020-03,Stage IV decubitus ulcer,L89.3,131
2020-03,"Decubitus ulcer and pressure area, unspecified",L89.9,752
2020-03,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,22
2020-03,Discoid lupus erythematosus,L93.0,133
2020-03,"Ulcer of lower limb, not elsewhere classified",L97,91
2020-03,"Chronic ulcer of skin, not elsewhere classified",L98.4,207
2020-03,Other specified disorders of skin and subcutaneous tissue,L98.8,33
2020-03,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,25
2020-04,"Cutaneous abscess, furuncle and carbuncle of neck",L02.1,10
2020-04,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,30
2020-04,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,35
2020-04,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,46
2020-04,Cellulitis of other parts of limb,L03.1,242
2020-04,Cellulitis of face,L03.2,11
2020-04,Cellulitis of trunk,L03.3,28
2020-04,"Cellulitis, unspecified",L03.9,260
2020-04,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,233
2020-04,Bullous pemphigoid,L12.0,52
2020-04,Arthropathic psoriasis,L40.5,29
2020-04,"Psoriasis, unspecified",L40.9,42
2020-04,Bullous erythema multiforme,L51.1,19
2020-04,"Erythematous condition, unspecified",L53.9,12
2020-04,Pyoderma gangrenosum,L88,17
2020-04,Stage II decubitus ulcer,L89.1,24
2020-04,Stage III decubitus ulcer,L89.2,20
2020-04,Stage IV decubitus ulcer,L89.3,140
2020-04,"Decubitus ulcer and pressure area, unspecified",L89.9,704
2020-04,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,23
2020-04,Discoid lupus erythematosus,L93.0,152
2020-04,"Ulcer of lower limb, not elsewhere classified",L97,103
2020-04,"Chronic ulcer of skin, not elsewhere classified",L98.4,224
2020-04,Other specified disorders of skin and subcutaneous tissue,L98.8,30
2020-04,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,31
2020-05,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,22
2020-05,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,10
2020-05,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,35
2020-05,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,40
2020-05,Cellulitis of other parts of limb,L03.1,255
2020-05,Cellulitis of face,L03.2,14
2020-05,Cellulitis of trunk,L03.3,26
2020-05,"Cellulitis, unspecified",L03.9,311
2020-05,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,246
2020-05,Bullous pemphigoid,L12.0,40
2020-05,"Dermatitis, unspecified",L30.9,15
2020-05,Arthropathic psoriasis,L40.5,21
2020-05,"Psoriasis, unspecified",L40.9,38
2020-05,"Erythematous condition, unspecified",L53.9,11
2020-05,Pyoderma gangrenosum,L88,10
2020-05,Stage II decubitus ulcer,L89.1,18
2020-05,Stage III decubitus ulcer,L89.2,20
2020-05,Stage IV decubitus ulcer,L89.3,115
2020-05,"Decubitus ulcer and pressure area, unspecified",L89.9,749
2020-05,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,14
2020-05,Discoid lupus erythematosus,L93.0,145
2020-05,"Ulcer of lower limb, not elsewhere classified",L97,102
2020-05,"Chronic ulcer of skin, not elsewhere classified",L98.4,228
2020-05,Other specified disorders of skin and subcutaneous tissue,L98.8,33
2020-05,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,39
2020-06,"Cutaneous abscess, furuncle and carbuncle of neck",L02.1,11
2020-06,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,18
2020-06,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,27
2020-06,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,35
2020-06,Cellulitis of other parts of limb,L03.1,197
2020-06,Cellulitis of trunk,L03.3,19
2020-06,"Cellulitis, unspecified",L03.9,274
2020-06,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,205
2020-06,Bullous pemphigoid,L12.0,27
2020-06,"Dermatitis, unspecified",L30.9,11
2020-06,Arthropathic psoriasis,L40.5,21
2020-06,"Psoriasis, unspecified",L40.9,30
2020-06,"Erythematous condition, unspecified",L53.9,14
2020-06,Stage II decubitus ulcer,L89.1,10
2020-06,Stage III decubitus ulcer,L89.2,29
2020-06,Stage IV decubitus ulcer,L89.3,115
2020-06,"Decubitus ulcer and pressure area, unspecified",L89.9,759
2020-06,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,14
2020-06,Discoid lupus erythematosus,L93.0,128
2020-06,"Ulcer of lower limb, not elsewhere classified",L97,94
2020-06,"Chronic ulcer of skin, not elsewhere classified",L98.4,187
2020-06,Other specified disorders of skin and subcutaneous tissue,L98.8,37
2020-06,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,27
2020-07,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,32
2020-07,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,13
2020-07,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,34
2020-07,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,51
2020-07,Cellulitis of other parts of limb,L03.1,233
2020-07,Cellulitis of trunk,L03.3,30
2020-07,"Cellulitis, unspecified",L03.9,273
2020-07,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,225
2020-07,Bullous pemphigoid,L12.0,26
2020-07,"Dermatitis, unspecified",L30.9,13
2020-07,Arthropathic psoriasis,L40.5,30
2020-07,"Psoriasis, unspecified",L40.9,28
2020-07,Bullous erythema multiforme,L51.1,14
2020-07,Toxic epidermal necrolysis [Lyell],L51.2,10
2020-07,"Erythematous condition, unspecified",L53.9,14
2020-07,Stage II decubitus ulcer,L89.1,17
2020-07,Stage III decubitus ulcer,L89.2,17
2020-07,Stage IV decubitus ulcer,L89.3,147
2020-07,"Decubitus ulcer and pressure area, unspecified",L89.9,763
2020-07,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,11
2020-07,Discoid lupus erythematosus,L93.0,145
2020-07,"Ulcer of lower limb, not elsewhere classified",L97,90
2020-07,"Chronic ulcer of skin, not elsewhere classified",L98.4,212
2020-07,Other specified disorders of skin and subcutaneous tissue,L98.8,30
2020-07,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,39
2020-08,"Cutaneous abscess, furuncle and carbuncle of neck",L02.1,11
2020-08,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,30
2020-08,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,12
2020-08,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,28
2020-08,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,38
2020-08,Cellulitis of other parts of limb,L03.1,260
2020-08,Cellulitis of trunk,L03.3,29
2020-08,"Cellulitis, unspecified",L03.9,284
2020-08,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,231
2020-08,Bullous pemphigoid,L12.0,35
2020-08,Arthropathic psoriasis,L40.5,24
2020-08,"Psoriasis, unspecified",L40.9,26
2020-08,Bullous erythema multiforme,L51.1,17
2020-08,"Erythematous condition, unspecified",L53.9,11
2020-08,Stage II decubitus ulcer,L89.1,20
2020-08,Stage III decubitus ulcer,L89.2,22
2020-08,Stage IV decubitus ulcer,L89.3,158
2020-08,"Decubitus ulcer and pressure area, unspecified",L89.9,816
2020-08,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,21
2020-08,Discoid lupus erythematosus,L93.0,153
2020-08,"Ulcer of lower limb, not elsewhere classified",L97,99
2020-08,"Chronic ulcer of skin, not elsewhere classified",L98.4,249
2020-08,Other specified disorders of skin and subcutaneous tissue,L98.8,40
2020-08,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,35
2020-09,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,29
2020-09,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,11
2020-09,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,41
2020-09,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,35
2020-09,Cellulitis of other parts of limb,L03.1,249
2020-09,Cellulitis of trunk,L03.3,33
2020-09,"Cellulitis, unspecified",L03.9,284
2020-09,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,236
2020-09,Bullous pemphigoid,L12.0,26
2020-09,"Dermatitis, unspecified",L30.9,10
2020-09,Arthropathic psoriasis,L40.5,29
2020-09,"Psoriasis, unspecified",L40.9,36
2020-09,Bullous erythema multiforme,L51.1,12
2020-09,"Erythematous condition, unspecified",L53.9,16
2020-09,Stage II decubitus ulcer,L89.1,25
2020-09,Stage III decubitus ulcer,L89.2,26
2020-09,Stage IV decubitus ulcer,L89.3,138
2020-09,"Decubitus ulcer and pressure area, unspecified",L89.9,768
2020-09,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,25
2020-09,Discoid lupus erythematosus,L93.0,122
2020-09,"Ulcer of lower limb, not elsewhere classified",L97,97
2020-09,"Chronic ulcer of skin, not elsewhere classified",L98.4,219
2020-09,Other specified disorders of skin and subcutaneous tissue,L98.8,37
2020-09,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,28
2020-10,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,29
2020-10,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,10
2020-10,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,25
2020-10,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,36
2020-10,Cellulitis of other parts of limb,L03.1,280
2020-10,Cellulitis of face,L03.2,11
2020-10,Cellulitis of trunk,L03.3,30
2020-10,"Cellulitis, unspecified",L03.9,295
2020-10,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,231
2020-10,Bullous pemphigoid,L12.0,29
2020-10,Arthropathic psoriasis,L40.5,21
2020-10,"Psoriasis, unspecified",L40.9,29
2020-10,Bullous erythema multiforme,L51.1,15
2020-10,Pyoderma gangrenosum,L88,11
2020-10,Stage II decubitus ulcer,L89.1,16
2020-10,Stage III decubitus ulcer,L89.2,22
2020-10,Stage IV decubitus ulcer,L89.3,153
2020-10,"Decubitus ulcer and pressure area, unspecified",L89.9,879
2020-10,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,16
2020-10,Discoid lupus erythematosus,L93.0,159
2020-10,"Ulcer of lower limb, not elsewhere classified",L97,126
2020-10,"Chronic ulcer of skin, not elsewhere classified",L98.4,228
2020-10,Other specified disorders of skin and subcutaneous tissue,L98.8,27
2020-10,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,38
2020-11,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,28
2020-11,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,14
2020-11,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,32
2020-11,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,40
2020-11,Cellulitis of other parts of limb,L03.1,269
2020-11,Cellulitis of trunk,L03.3,23
2020-11,Cellulitis of other sites,L03.8,11
2020-11,"Cellulitis, unspecified",L03.9,294
2020-11,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,262
2020-11,Bullous pemphigoid,L12.0,31
2020-11,"Dermatitis, unspecified",L30.9,12
2020-11,Arthropathic psoriasis,L40.5,24
