cause,year,month,age,status,dead,pop,asmr,noted_as_unreliable,asmr_low,asmr_high
All causes,2021,October,60-69,Unvaccinated,428,20918,2119.1,,1915.8,2322.3
All causes,2021,October,60-69,"First dose, less than 21 days ago",<3,212,,,,
All causes,2021,October,60-69,"First dose, at least 21 days ago",173,3807,4806.9,,4075.6,5538.3
All causes,2021,October,60-69,"Second dose, less than 21 days ago",4,514,1030.3,u,280.7,2638.1
All causes,2021,October,60-69,"Second dose, at least 21 days ago",4062,430200,953.0,,923.6,982.3
All causes,2021,October,60-69,"Third dose or booster, less than 21 days ago",128,31486,401.8,,332.0,471.5
All causes,2021,October,60-69,"Third dose or booster, at least 21 days ago",29,6716,439.1,,293.0,630.2
All causes,2021,October,70-79,Unvaccinated,484,10216,4840.0,,4406.3,5273.6
All causes,2021,October,70-79,"First dose, less than 21 days ago",<3,74,,,,
All causes,2021,October,70-79,"First dose, at least 21 days ago",247,1660,15246.8,,13337.4,17156.2
All causes,2021,October,70-79,"Second dose, less than 21 days ago",11,179,6566.7,u,3254.7,11786.5
All causes,2021,October,70-79,"Second dose, at least 21 days ago",8481,297091,2954.8,,2891.5,3018.0
All causes,2021,October,70-79,"Third dose or booster, less than 21 days ago",654,78983,786.5,,724.2,848.7
All causes,2021,October,70-79,"Third dose or booster, at least 21 days ago",138,11108,1146.9,,942.7,1351.2
All causes,2021,October,80-89,Unvaccinated,478,4501,10547.4,,9601.5,11493.3
All causes,2021,October,80-89,"First dose, less than 21 days ago",4,33,12049.3,u,3266.5,30886.7
All causes,2021,October,80-89,"First dose, at least 21 days ago",277,816,33379.4,,29415.9,37342.8
All causes,2021,October,80-89,"Second dose, less than 21 days ago",13,83,13369.3,u,7090.0,22905.3
All causes,2021,October,80-89,"Second dose, at least 21 days ago",11136,93083,11869.4,,11648.8,12089.9
All causes,2021,October,80-89,"Third dose or booster, less than 21 days ago",1755,67383,2605.0,,2483.1,2726.9
All causes,2021,October,80-89,"Third dose or booster, at least 21 days ago",587,20068,2923.4,,2686.9,3159.9
All causes,2021,October,90+,Unvaccinated,311,1192,26080.0,,23261.6,29145.7
All causes,2021,October,90+,"First dose, less than 21 days ago",9,10,86872.3,u,39641.0,164921.7
All causes,2021,October,90+,"First dose, at least 21 days ago",180,271,66434.6,,57082.8,76881.1
All causes,2021,October,90+,"Second dose, less than 21 days ago",12,28,43603.2,u,22504.5,76171.4
All causes,2021,October,90+,"Second dose, at least 21 days ago",6853,23019,29771.3,,29070.6,30484.7
All causes,2021,October,90+,"Third dose or booster, less than 21 days ago",1169,12335,9477.2,,8941.6,10036.4
All causes,2021,October,90+,"Third dose or booster, at least 21 days ago",368,3321,11079.7,,9976.5,12271.7
All causes,2021,November,18-39,Unvaccinated,149,233492,68.7,,57.5,79.9
All causes,2021,November,18-39,"First dose, less than 21 days ago",<3,6595,,,,
All causes,2021,November,18-39,"First dose, at least 21 days ago",47,66368,79.7,,57.8,106.9
All causes,2021,November,18-39,"Second dose, less than 21 days ago",8,16195,54.8,u,21.4,111.8
All causes,2021,November,18-39,"Second dose, at least 21 days ago",275,746017,36.3,,32.0,40.6
All causes,2021,November,18-39,"Third dose or booster, less than 21 days ago",19,26745,66.3,u,39.0,104.9
All causes,2021,November,18-39,"Third dose or booster, at least 21 days ago",12,32218,41.0,u,19.5,74.3
All causes,2021,November,40-49,Unvaccinated,187,59732,328.9,,281.3,376.4
All causes,2021,November,40-49,"First dose, less than 21 days ago",<3,1068,,,,
All causes,2021,November,40-49,"First dose, at least 21 days ago",56,13554,433.0,,325.9,563.7
All causes,2021,November,40-49,"Second dose, less than 21 days ago",3,2427,137.0,u,26.6,404.2
All causes,2021,November,40-49,"Second dose, at least 21 days ago",549,403842,135.8,,124.5,147.2
All causes,2021,November,40-49,"Third dose or booster, less than 21 days ago",41,28579,141.8,,101.4,192.8
All causes,2021,November,40-49,"Third dose or booster, at least 21 days ago",58,29637,191.3,,145.0,247.7
All causes,2021,November,50-59,Unvaccinated,359,38581,945.1,,847.1,1043.1
All causes,2021,November,50-59,"First dose, less than 21 days ago",<3,493,,,,
All causes,2021,November,50-59,"First dose, at least 21 days ago",110,7628,1503.7,,1221.2,1786.2
All causes,2021,November,50-59,"Second dose, less than 21 days ago",<3,1099,,,,
All causes,2021,November,50-59,"Second dose, at least 21 days ago",1650,416760,394.0,,375.0,413.1
All causes,2021,November,50-59,"Third dose or booster, less than 21 days ago",146,73582,192.7,,161.1,224.3
All causes,2021,November,50-59,"Third dose or booster, at least 21 days ago",193,56897,331.0,,284.0,377.9
All causes,2021,November,60-69,Unvaccinated,442,20065,2297.4,,2080.6,2514.2
All causes,2021,November,60-69,"First dose, less than 21 days ago",6,192,3080.4,u,1077.0,6804.0
All causes,2021,November,60-69,"First dose, at least 21 days ago",163,3404,5077.8,,4282.9,5872.6
All causes,2021,November,60-69,"Second dose, less than 21 days ago",7,406,2069.3,u,805.7,4310.3
All causes,2021,November,60-69,"Second dose, at least 21 days ago",3213,263581,1304.9,,1258.9,1350.9
All causes,2021,November,60-69,"Third dose or booster, less than 21 days ago",477,126451,358.7,,325.8,391.7
All causes,2021,November,60-69,"Third dose or booster, at least 21 days ago",496,64836,745.5,,679.3,811.7
All causes,2021,November,70-79,Unvaccinated,471,9802,4925.7,,4478.5,5373.0
All causes,2021,November,70-79,"First dose, less than 21 days ago",7,66,11570.8,u,4606.5,23921.1
All causes,2021,November,70-79,"First dose, at least 21 days ago",161,1481,11155.9,,9425.7,12886.1
All causes,2021,November,70-79,"Second dose, less than 21 days ago",12,149,8069.9,u,4149.6,14127.6
All causes,2021,November,70-79,"Second dose, at least 21 days ago",5857,89815,7051.8,,6867.8,7235.9
All causes,2021,November,70-79,"Third dose or booster, less than 21 days ago",1276,135703,973.6,,919.8,1027.4
All causes,2021,November,70-79,"Third dose or booster, at least 21 days ago",2217,149637,1433.1,,1372.3,1493.8
All causes,2021,November,80-89,Unvaccinated,529,4292,12261.3,,11216.1,13306.5
All causes,2021,November,80-89,"First dose, less than 21 days ago",8,31,25340.4,u,10818.8,50138.2
All causes,2021,November,80-89,"First dose, at least 21 days ago",196,712,27033.0,,23223.1,30842.9
All causes,2021,November,80-89,"Second dose, less than 21 days ago",10,74,13366.1,u,6351.1,24674.9
All causes,2021,November,80-89,"Second dose, at least 21 days ago",6941,28695,23750.7,,23189.1,24312.2
All causes,2021,November,80-89,"Third dose or booster, less than 21 days ago",1544,34305,4511.4,,4286.4,4736.5
All causes,2021,November,80-89,"Third dose or booster, at least 21 days ago",4922,112012,4392.3,,4269.6,4515.0
All causes,2021,November,90+,Unvaccinated,311,1128,27560.8,,24582.4,30800.6
All causes,2021,November,90+,"First dose, less than 21 days ago",8,9,86118.4,u,37080.8,169698.0
All causes,2021,November,90+,"First dose, at least 21 days ago",114,229,49727.1,,41017.8,59738.1
All causes,2021,November,90+,"Second dose, less than 21 days ago",10,25,39735.6,u,19022.9,73080.3
All causes,2021,November,90+,"Second dose, at least 21 days ago",4133,8993,45959.9,,44569.3,47382.9
All causes,2021,November,90+,"Third dose or booster, less than 21 days ago",1173,7726,15182.6,,14326.0,16077.0
All causes,2021,November,90+,"Third dose or booster, at least 21 days ago",3288,20801,15807.1,,15271.4,16356.9
All causes,2021,December,18-39,Unvaccinated,195,230909,90.2,,77.4,103.0
All causes,2021,December,18-39,"First dose, less than 21 days ago",<3,7947,,,,
All causes,2021,December,18-39,"First dose, at least 21 days ago",47,57331,93.4,,68.0,124.9
All causes,2021,December,18-39,"Second dose, less than 21 days ago",<3,15737,,,,
All causes,2021,December,18-39,"Second dose, at least 21 days ago",217,619955,35.0,,30.4,39.7
All causes,2021,December,18-39,"Third dose or booster, less than 21 days ago",35,155327,23.5,,16.0,33.1
All causes,2021,December,18-39,"Third dose or booster, at least 21 days ago",56,77745,71.8,,51.3,96.7
All causes,2021,December,40-49,Unvaccinated,196,60222,339.8,,291.8,387.8
All causes,2021,December,40-49,"First dose, less than 21 days ago",<3,1236,,,,
All causes,2021,December,40-49,"First dose, at least 21 days ago",58,12164,507.1,,383.8,657.1
All causes,2021,December,40-49,"Second dose, less than 21 days ago",5,2486,231.1,u,73.7,542.1
All causes,2021,December,40-49,"Second dose, at least 21 days ago",430,255197,170.6,,154.5,186.7
All causes,2021,December,40-49,"Third dose or booster, less than 21 days ago",80,140158,55.8,,44.3,69.5
All causes,2021,December,40-49,"Third dose or booster, at least 21 days ago",158,85188,179.7,,151.5,208.0
All causes,2021,December,50-59,Unvaccinated,350,39165,908.3,,812.9,1003.6
All causes,2021,December,50-59,"First dose, less than 21 days ago",4,586,796.6,u,217.1,2039.6
All causes,2021,December,50-59,"First dose, at least 21 days ago",103,7113,1487.6,,1198.7,1776.5
All causes,2021,December,50-59,"Second dose, less than 21 days ago",5,1095,482.5,u,153.5,1132.0
All causes,2021,December,50-59,"Second dose, at least 21 days ago",1225,175255,711.1,,671.2,751.0
All causes,2021,December,50-59,"Third dose or booster, less than 21 days ago",289,190675,149.2,,132.0,166.4
All causes,2021,December,50-59,"Third dose or booster, at least 21 days ago",602,201037,292.4,,268.8,315.9
All causes,2021,December,60-69,Unvaccinated,486,20514,2471.3,,2248.9,2693.6
All causes,2021,December,60-69,"First dose, less than 21 days ago",<3,221,,,,
All causes,2021,December,60-69,"First dose, at least 21 days ago",155,3232,5152.0,,4325.5,5978.4
All causes,2021,December,60-69,"Second dose, less than 21 days ago",6,422,1507.0,u,530.2,3322.4
All causes,2021,December,60-69,"Second dose, at least 21 days ago",2084,73656,3266.2,,3120.0,3412.3
All causes,2021,December,60-69,"Third dose or booster, less than 21 days ago",527,124630,462.5,,421.9,503.1
All causes,2021,December,60-69,"Third dose or booster, at least 21 days ago",1872,273054,667.4,,636.9,698.0
All causes,2021,December,70-79,Unvaccinated,557,10025,5666.0,,5193.0,6139.1
All causes,2021,December,70-79,"First dose, less than 21 days ago",5,78,6116.2,u,1966.8,14310.9
All causes,2021,December,70-79,"First dose, at least 21 days ago",153,1401,11196.6,,9415.1,12978.0
All causes,2021,December,70-79,"Second dose, less than 21 days ago",6,160,3707.3,u,1349.7,8089.2
All causes,2021,December,70-79,"Second dose, at least 21 days ago",3470,23235,15439.7,,14923.1,15956.3
All causes,2021,December,70-79,"Third dose or booster, less than 21 days ago",817,34351,2610.2,,2427.4,2793.0
All causes,2021,December,70-79,"Third dose or booster, at least 21 days ago",5765,330509,1732.2,,1687.5,1776.9
All causes,2021,December,80-89,Unvaccinated,620,4362,14133.1,,13020.3,15245.9
All causes,2021,December,80-89,"First dose, less than 21 days ago",3,36,8395.2,u,1711.1,24583.1
All causes,2021,December,80-89,"First dose, at least 21 days ago",217,655,32406.0,,28065.1,36746.9
All causes,2021,December,80-89,"Second dose, less than 21 days ago",10,81,12208.8,u,5817.2,22512.8
All causes,2021,December,80-89,"Second dose, at least 21 days ago",4056,11047,35880.3,,34767.5,36993.0
All causes,2021,December,80-89,"Third dose or booster, less than 21 days ago",999,10335,9464.2,,8874.2,10054.1
All causes,2021,December,80-89,"Third dose or booster, at least 21 days ago",9689,159672,6060.9,,5940.2,6181.6
All causes,2021,December,90+,Unvaccinated,356,1138,31280.3,,28114.8,34704.6
All causes,2021,December,90+,"First dose, less than 21 days ago",<3,10,,,,
All causes,2021,December,90+,"First dose, at least 21 days ago",116,206,56266.9,,46493.4,67487.5
All causes,2021,December,90+,"Second dose, less than 21 days ago",10,28,35457.7,u,16975.0,65212.5
All causes,2021,December,90+,"Second dose, at least 21 days ago",2472,3577,69108.5,,66410.7,71887.7
All causes,2021,December,90+,"Third dose or booster, less than 21 days ago",765,3376,22663.3,,21085.5,24327.8
All causes,2021,December,90+,"Third dose or booster, at least 21 days ago",6425,31788,20212.3,,19721.0,20712.7
All causes,2022,January,18-39,Unvaccinated,137,219656,65.9,,54.7,77.0
All causes,2022,January,18-39,"First dose, less than 21 days ago",4,7812,61.5,u,15.2,160.6
All causes,2022,January,18-39,"First dose, at least 21 days ago",37,52001,82.0,,56.8,114.3
All causes,2022,January,18-39,"Second dose, less than 21 days ago",4,11226,37.1,u,10.0,95.1
All causes,2022,January,18-39,"Second dose, at least 21 days ago",168,367453,48.6,,41.2,56.0
All causes,2022,January,18-39,"Third dose or booster, less than 21 days ago",25,156311,15.5,,10.0,22.9
All causes,2022,January,18-39,"Third dose or booster, at least 21 days ago",145,350161,39.2,,32.6,45.7
All causes,2022,January,40-49,Unvaccinated,154,58684,273.9,,230.3,317.5
All causes,2022,January,40-49,"First dose, less than 21 days ago",<3,1177,,,,
All causes,2022,January,40-49,"First dose, at least 21 days ago",45,11069,427.6,,310.6,573.9
All causes,2022,January,40-49,"Second dose, less than 21 days ago",3,1903,172.0,u,33.8,506.4
All causes,2022,January,40-49,"Second dose, at least 21 days ago",255,113726,233.2,,204.5,262.0
All causes,2022,January,40-49,"Third dose or booster, less than 21 days ago",36,70104,52.0,,36.4,72.0
All causes,2022,January,40-49,"Third dose or booster, at least 21 days ago",325,299811,106.6,,95.0,118.2
All causes,2022,January,50-59,Unvaccinated,279,38427,737.3,,650.7,824.0
All causes,2022,January,50-59,"First dose, less than 21 days ago",6,566,1035.9,u,373.6,2267.0
All causes,2022,January,50-59,"First dose, at least 21 days ago",84,6633,1298.9,,1034.8,1609.6
All causes,2022,January,50-59,"Second dose, less than 21 days ago",6,891,729.8,u,263.3,1596.7
All causes,2022,January,50-59,"Second dose, at least 21 days ago",693,71171,1004.5,,929.4,1079.6
All causes,2022,January,50-59,"Third dose or booster, less than 21 days ago",102,42923,242.5,,195.3,289.7
All causes,2022,January,50-59,"Third dose or booster, at least 21 days ago",1205,454114,261.0,,246.3,275.8
All causes,2022,January,60-69,Unvaccinated,425,20301,2157.9,,1950.3,2365.6
All causes,2022,January,60-69,"First dose, less than 21 days ago",<3,204,,,,
All causes,2022,January,60-69,"First dose, at least 21 days ago",119,3036,4054.4,,3311.3,4797.5
All causes,2022,January,60-69,"Second dose, less than 21 days ago",6,346,2011.9,u,710.2,4431.3
All causes,2022,January,60-69,"Second dose, at least 21 days ago",1143,31056,4005.1,,3767.2,4242.9
All causes,2022,January,60-69,"Third dose or booster, less than 21 days ago",161,16685,1146.3,,960.1,1332.5
All causes,2022,January,60-69,"Third dose or booster, at least 21 days ago",2996,424986,706.2,,680.9,731.5
All causes,2022,January,70-79,Unvaccinated,556,9925,5739.0,,5259.6,6218.4
All causes,2022,January,70-79,"First dose, less than 21 days ago",5,64,8573.6,u,2764.7,20045.8
All causes,2022,January,70-79,"First dose, at least 21 days ago",155,1319,12021.5,,10122.1,13920.8
All causes,2022,January,70-79,"Second dose, less than 21 days ago",9,124,7440.7,u,3354.0,14204.8
All causes,2022,January,70-79,"Second dose, at least 21 days ago",1777,12497,14603.5,,13921.8,15285.1
All causes,2022,January,70-79,"Third dose or booster, less than 21 days ago",265,4645,5941.6,,5222.2,6660.9
All causes,2022,January,70-79,"Third dose or booster, at least 21 days ago",7501,371527,2015.6,,1970.0,2061.2
All causes,2022,January,80-89,Unvaccinated,553,4292,12842.1,,11771.5,13912.8
All causes,2022,January,80-89,"First dose, less than 21 days ago",8,28,27109.9,u,11579.4,53630.6
All causes,2022,January,80-89,"First dose, at least 21 days ago",171,606,27288.7,,23174.8,31402.6
All causes,2022,January,80-89,"Second dose, less than 21 days ago",9,55,15868.8,u,7196.5,30222.7
All causes,2022,January,80-89,"Second dose, at least 21 days ago",2223,6158,35395.2,,33916.0,36874.4
All causes,2022,January,80-89,"Third dose or booster, less than 21 days ago",344,2189,15263.3,,13632.9,16893.6
All causes,2022,January,80-89,"Third dose or booster, at least 21 days ago",11991,172961,6906.3,,6782.7,7029.9
All causes,2022,January,90+,Unvaccinated,402,1107,36326.1,,32861.3,40056.8
All causes,2022,January,90+,"First dose, less than 21 days ago",7,9,77547.7,u,31067.6,159786.1
All causes,2022,January,90+,"First dose, at least 21 days ago",107,185,57760.2,,47334.8,69798.2
All causes,2022,January,90+,"Second dose, less than 21 days ago",6,18,32485.9,u,11862.4,70710.4
All causes,2022,January,90+,"Second dose, at least 21 days ago",1316,1796,73271.8,,69366.0,77340.3
All causes,2022,January,90+,"Third dose or booster, less than 21 days ago",236,782,30179.1,,26451.0,34285.3
All causes,2022,January,90+,"Third dose or booster, at least 21 days ago",7955,36142,22010.1,,21529.1,22499.2
All causes,2022,February,18-39,Unvaccinated,99,192631,54.1,,43.9,66.0
All causes,2022,February,18-39,"First dose, less than 21 days ago",<3,3704,,,,
All causes,2022,February,18-39,"First dose, at least 21 days ago",31,47606,75.4,,50.6,108.0
All causes,2022,February,18-39,"Second dose, less than 21 days ago",<3,6262,,,,
All causes,2022,February,18-39,"Second dose, at least 21 days ago",120,297683,42.8,,35.0,50.5
All causes,2022,February,18-39,"Third dose or booster, less than 21 days ago",<3,25496,,,,
All causes,2022,February,18-39,"Third dose or booster, at least 21 days ago",178,477976,34.3,,29.2,39.4
