year,code,cause,dead
2018,I69.3,Sequelae of cerebral infarction,45
2018,I69.4,"Sequelae of stroke, not specified as haemorrhage or infarction",294
2018,I69.8,Sequelae of other and unspecified cerebrovascular diseases,174
2018,I70.9,Generalized and unspecified atherosclerosis,128
2018,I71.0,Dissection of aorta [any part],60
2018,I71.1,"Thoracic aortic aneurysm, ruptured",11
2018,I71.2,"Thoracic aortic aneurysm, without mention of rupture",17
2018,I71.3,"Abdominal aortic aneurysm, ruptured",56
2018,I71.4,"Abdominal aortic aneurysm, without mention of rupture",50
2018,I71.8,"Aortic aneurysm of unspecified site, ruptured",29
2018,I71.9,"Aortic aneurysm of unspecified site, without mention of rupture",17
2018,I72.9,Aneurysm of unspecified site,31
2018,I73.9,"Peripheral vascular disease, unspecified",189
2018,I74.9,Embolism and thrombosis of unspecified artery,16
2018,I81,Portal vein thrombosis,35
2018,I83.9,Varicose veins of lower extremities without ulcer or inflammation,10
2018,I85.0,Oesophageal varices with bleeding,17
2018,I85.9,Oesophageal varices without bleeding,10
2018,J10.0,"Influenza with pneumonia, influenza virus identified",174
2018,J10.1,"Influenza with other respiratory manifestations, influenza virus identified",166
2018,J11.0,"Influenza with pneumonia, virus not identified",141
2018,J11.1,"Influenza with other respiratory manifestations, virus not identified",138
2018,J12.9,"Viral pneumonia, unspecified",11
2018,J13,Pneumonia due to Streptococcus pneumoniae,18
2018,J18.1,"Lobar pneumonia, unspecified",70
2018,J18.9,"Pneumonia, unspecified",65
2018,J38.7,Other diseases of larynx,12
2018,J39.8,Other specified diseases of upper respiratory tract,11
2018,J43.2,Centrilobular emphysema,12
2018,J43.9,"Emphysema, unspecified",428
2018,J44.0,Chronic obstructive pulmonary disease with acute lower respiratory infection,1127
2018,J44.1,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",338
2018,J44.8,Other specified chronic obstructive pulmonary disease,74
2018,J44.9,"Chronic obstructive pulmonary disease, unspecified",5072
2018,J45.9,"Asthma, unspecified",65
2018,J47,Bronchiectasis,38
2018,J61,Pneumoconiosis due to asbestos and other mineral fibres,28
2018,J67.9,Hypersensitivity pneumonitis due to unspecified organic dust,11
2018,J69.0,Pneumonitis due to food and vomit,965
2018,J80,Adult respiratory distress syndrome,104
2018,J82,"Pulmonary eosinophilia, not elsewhere classified",18
2018,J84.0,Alveolar and parietoalveolar conditions,14
2018,J84.1,Other interstitial pulmonary diseases with fibrosis,506
2018,J84.9,"Interstitial pulmonary disease, unspecified",276
2018,J85.0,Gangrene and necrosis of lung,18
2018,J86.9,Pyothorax without fistula,19
2018,J90,"Pleural effusion, not elsewhere classified",77
2018,J93.9,"Pneumothorax, unspecified",16
2018,J96.1,Chronic respiratory failure,127
2018,J98.1,Pulmonary collapse,15
2018,J98.4,Other disorders of lung,98
2018,J98.5,"Diseases of mediastinum, not elsewhere classified",35
2018,J98.8,Other specified respiratory disorders,20
2018,K20,Oesophagitis,15
2018,K21.9,Gastro-oesophageal reflux disease without oesophagitis,32
2018,K22.2,Oesophageal obstruction,35
2018,K22.3,Perforation of oesophagus,12
2018,K22.8,Other specified diseases of oesophagus,15
2018,K22.9,"Disease of oesophagus, unspecified",15
2018,K25.4,"Gastric ulcer, chronic or unspecified with haemorrhage",24
2018,K25.5,"Gastric ulcer, chronic or unspecified with perforation",14
2018,K26.4,"Duodenal ulcer, chronic or unspecified with haemorrhage",34
2018,K26.5,"Duodenal ulcer, chronic or unspecified with perforation",48
2018,K27.4,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",19
2018,K31.1,Adult hypertrophic pyloric stenosis,10
2018,K31.8,Other specified diseases of stomach and duodenum,24
2018,K31.9,"Disease of stomach and duodenum, unspecified",20
2018,K35.8,"Acute appendicitis, other and unspecified",14
2018,K40.3,"Unilateral or unspecified inguinal hernia, with obstruction, without gangrene",10
2018,K43.0,"Ventral hernia with obstruction, without gangrene",17
2018,K44.9,Diaphragmatic hernia without obstruction or gangrene,23
2018,K46.0,"Unspecified abdominal hernia with obstruction, without gangrene",20
2018,K50.9,"Crohn disease, unspecified",26
2018,K51.9,"Ulcerative colitis, unspecified",15
2018,K52.9,"Noninfective gastroenteritis and colitis, unspecified",17
2018,K55.0,Acute vascular disorders of intestine,61
2018,K55.1,Chronic vascular disorders of intestine,11
2018,K55.9,"Vascular disorder of intestine, unspecified",227
2018,K56.2,Volvulus,15
2018,K56.5,Intestinal adhesions [bands] with obstruction,16
2018,K56.6,Other and unspecified intestinal obstruction,202
2018,K56.7,"Ileus, unspecified",14
2018,K57.2,Diverticular disease of large intestine with perforation and abscess,30
2018,K57.8,"Diverticular disease of intestine, part unspecified, with perforation and abscess",118
2018,K57.9,"Diverticular disease of intestine, part unspecified, without perforation or abscess",58
2018,K62.9,"Disease of anus and rectum, unspecified",22
2018,K63.1,Perforation of intestine (nontraumatic),124
2018,K63.2,Fistula of intestine,10
2018,K63.8,Other specified diseases of intestine,16
2018,K63.9,"Disease of intestine, unspecified",46
2018,K65.0,Acute peritonitis,49
2018,K65.9,"Peritonitis, unspecified",26
2018,K66.1,Haemoperitoneum,17
2018,K66.8,Other specified disorders of peritoneum,17
2018,K66.9,"Disorder of peritoneum, unspecified",10
2018,K70.0,Alcoholic fatty liver,11
2018,K70.1,Alcoholic hepatitis,21
2018,K70.3,Alcoholic cirrhosis of liver,541
2018,K70.4,Alcoholic hepatic failure,20
2018,K70.9,"Alcoholic liver disease, unspecified",44
2018,K72.0,Acute and subacute hepatic failure,42
2018,K72.9,"Hepatic failure, unspecified",92
2018,K74.3,Primary biliary cirrhosis,11
2018,K74.6,Other and unspecified cirrhosis of liver,736
2018,K75.0,Abscess of liver,20
2018,K75.4,Autoimmune hepatitis,20
2018,K76.0,"Fatty (change of) liver, not elsewhere classified",116
2018,K76.7,Hepatorenal syndrome,19
2018,K76.8,Other specified diseases of liver,12
2018,K76.9,"Liver disease, unspecified",165
2018,K80.2,Calculus of gallbladder without cholecystitis,16
2018,K81.0,Acute cholecystitis,88
2018,K81.9,"Cholecystitis, unspecified",67
2018,K82.9,"Disease of gallbladder, unspecified",12
2018,K83.0,Cholangitis,66
2018,K83.1,Obstruction of bile duct,31
2018,K85.9,"Acute pancreatitis, unspecified",72
2018,K86.9,"Disease of pancreas, unspecified",101
2018,K90.2,"Blind loop syndrome, not elsewhere classified",11
2018,K92.2,"Gastrointestinal haemorrhage, unspecified",271
2018,L03.1,Cellulitis of other parts of limb,36
2018,L03.9,"Cellulitis, unspecified",37
2018,L08.9,"Local infection of skin and subcutaneous tissue, unspecified",18
2018,L98.4,"Chronic ulcer of skin, not elsewhere classified",20
2018,M00.9,"Pyogenic arthritis, unspecified",34
2018,M06.9,"Rheumatoid arthritis, unspecified",45
2018,M19.9,"Arthrosis, unspecified",13
2018,M31.1,Thrombotic microangiopathy,10
2018,M32.1,Systemic lupus erythematosus with organ or system involvement,24
2018,M34.8,Other forms of systemic sclerosis,32
2018,M34.9,"Systemic sclerosis, unspecified",12
2018,M46.2,Osteomyelitis of vertebra,24
2018,M48.0,Spinal stenosis,14
2018,M62.8,Other specified disorders of muscle,27
2018,M72.6,Necrotizing fasciitis,29
2018,M80.9,Unspecified osteoporosis with pathological fracture,13
2018,M81.9,"Osteoporosis, unspecified",12
2018,M84.4,"Pathological fracture, not elsewhere classified",15
2018,M86.9,"Osteomyelitis, unspecified",77
2018,N00.9,"Acute nephritic syndrome, unspecified",17
2018,N12,"Tubulo-interstitial nephritis, not specified as acute or chronic",26
2018,N13.3,Other and unspecified hydronephrosis,25
2018,N13.5,Kinking and stricture of ureter without hydronephrosis,13
2018,N13.9,"Obstructive and reflux uropathy, unspecified",28
2018,N17.9,"Acute renal failure, unspecified",17
2018,N18.3,"Chronic kidney disease, stage 3",13
2018,N18.4,"Chronic kidney disease, stage 4",15
2018,N18.5,"Chronic kidney disease, stage 5",416
2018,N18.9,"Chronic renal failure, unspecified",198
2018,N19,Unspecified renal failure,14
2018,N20.0,Calculus of kidney,28
2018,N28.8,Other specified disorders of kidney and ureter,174
2018,N28.9,"Disorder of kidney and ureter, unspecified",24
2018,N32.1,Vesicointestinal fistula,11
2018,N32.9,"Bladder disorder, unspecified",10
2018,N39.0,"Urinary tract infection, site not specified",340
2018,N40,Hyperplasia of prostate,40
2018,N49.8,Inflammatory disorders of other specified male genital organs,29
2018,N63,Unspecified lump in breast,21
2018,N73.9,"Female pelvic inflammatory disease, unspecified",10
2018,N83.9,"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified",17
2018,O26.8,Other specified pregnancy-related conditions,19
2018,O96.0,Death from direct obstetric cause occurring more than 42 days but less than one year after delivery,21
2018,O96.1,Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery,45
2018,O99.8,"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium",25
2018,Q27.3,Peripheral arteriovenous malformation,11
2018,Q61.3,"Polycystic kidney, unspecified",24
2018,Q85.0,Neurofibromatosis (nonmalignant),12
2018,V87.7,Person injured in collision between other specified motor vehicles (traffic),11
2018,V89.2,"Person injured in unspecified motor-vehicle accident, traffic",45
2018,W01,"Fall on same level from slipping, tripping and stumbling",30
2018,W05,Fall involving wheelchair,18
2018,W06,Fall involving bed,50
2018,W10,Fall on and from stairs and steps,57
2018,W18,Other fall on same level,637
2018,W19,Unspecified fall,811
2018,W78,Inhalation of gastric contents,15
2018,W79,Inhalation and ingestion of food causing obstruction of respiratory tract,25
2018,W80,Inhalation and ingestion of other objects causing obstruction of respiratory tract,145
2018,X00,Exposure to uncontrolled fire in building or structure,19
2018,X30,Exposure to excessive natural heat,10
2018,X31,Exposure to excessive natural cold,21
2018,X41,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",38
2018,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",97
2018,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",167
2018,X59.0,Exposure to unspecified factor causing fracture,70
2018,X59.9,Exposure to unspecified factor causing other and unspecified injury,150
2018,X62,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",10
2018,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",14
2018,X70,"Intentional self-harm by hanging, strangulation and suffocation",29
2018,X72,Intentional self-harm by handgun discharge,56
2018,X73,"Intentional self-harm by rifle, shotgun and larger firearm discharge",29
2018,X74,Intentional self-harm by other and unspecified firearm discharge,128
2018,Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",10
2018,Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",13
2018,Y43.3,Other antineoplastic drugs,13
2018,Y44.2,Anticoagulants,11
2018,Y83.0,Surgical operation with transplant of whole organ,14
2018,Y83.1,Surgical operation with implant of artificial internal device,17
2018,Y83.2,"Surgical operation with anastomosis, bypass or graft",11
2018,Y83.3,Surgical operation with formation of external stoma,15
2018,Y83.6,Removal of other organ (partial) (total),84
2018,Y83.8,Other surgical procedures,10
2018,Y83.9,"Surgical procedure, unspecified",53
2018,Y84.2,Radiological procedure and radiotherapy,130
2018,Y84.6,Urinary catheterization,15
2018,Y84.8,Other medical procedures,32
2018,Y86,Sequelae of other accidents,28
2019,A04.7,Enterocolitis due to Clostridium difficile,271
2019,A09.0,Other and unspecified gastroenteritis and colitis of infectious origin,24
2019,A09.9,Gastroenteritis and colitis of unspecified origin,174
2019,A16.2,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",14
2019,A31.0,Pulmonary mycobacterial infection,11
2019,A41.0,Septicaemia due to Staphylococcus aureus,27
2019,A41.5,Septicaemia due to other Gram-negative organisms,54
2019,A41.9,"Septicaemia, unspecified",1789
2019,A48.1,Legionnaires disease,12
2019,A49.0,"Staphylococcal infection, unspecified",25
2019,A49.1,"Streptococcal infection, unspecified",16
2019,A49.8,Other bacterial infections of unspecified site,35
2019,A49.9,"Bacterial infection, unspecified",54
2019,A81.0,Creutzfeldt-Jakob disease - CJD,11
2019,A81.2,Progressive multifocal leukoencephalopathy,12
2019,B16.9,Acute hepatitis B without delta-agent and without hepatic coma,36
2019,B18.2,Chronic viral hepatitis C,284
2019,B21.2,HIV disease with other types of non-Hodgkin lymphoma,10
2019,B21.8,HIV disease resulting in other malignant neoplasms,39
2019,B21.9,HIV disease resulting in unspecified malignant neoplasm,22
2019,B22.7,HIV disease resulting in multiple diseases classified elsewhere,162
2019,B23.2,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified",12
2019,B23.8,HIV disease resulting in other specified conditions,67
2019,B34.8,Other viral infections of unspecified site,57
2019,B49,Unspecified mycosis,37
2019,B59,Pneumocystosis,39
2019,B94.8,Sequelae of other specified infectious and parasitic diseases,28
2019,B99,Other and unspecified infectious diseases,28
2019,C00.9,"Lip, unspecified - Malignant neoplasms",59
2019,C01,Malignant neoplasm of base of tongue,237
2019,C02.9,"Tongue, unspecified - Malignant neoplasms",2451
2019,C03.0,Upper gum - Malignant neoplasms,23
2019,C03.9,"Gum, unspecified - Malignant neoplasms",41
2019,C04.9,"Floor of mouth, unspecified - Malignant neoplasms",85
2019,C05.0,Hard palate - Malignant neoplasms,56
2019,C05.1,Soft palate - Malignant neoplasms,69
2019,C05.2,Uvula - Malignant neoplasms,11
2019,C05.9,"Palate, unspecified - Malignant neoplasms",67
2019,C06.0,Cheek mucosa - Malignant neoplasms,81
2019,C06.2,Retromolar area - Malignant neoplasms,34
2019,C06.9,"Mouth, unspecified - Malignant neoplasms",1161
2019,C07,Malignant neoplasm of parotid gland,702
2019,C08.0,Submandibular gland - Malignant neoplasms,70
2019,C08.9,"Major salivary gland, unspecified - Malignant neoplasms",310
2019,C09.0,Tonsillar fossa - Malignant neoplasms,37
2019,C09.1,Tonsillar pillar (anterior)(posterior) - Malignant neoplasms,12
2019,C09.9,"Tonsil, unspecified - Malignant neoplasms",1071
2019,C10.9,"Oropharynx, unspecified - Malignant neoplasms",1265
2019,C11.1,Posterior wall of nasopharynx - Malignant neoplasms,21
2019,C11.9,"Nasopharynx, unspecified - Malignant neoplasms",655
2019,C12,Malignant neoplasm of pyriform sinus,90
2019,C13.9,"Hypopharynx, unspecified - Malignant neoplasms",356
2019,C14.0,"Pharynx, unspecified - Malignant neoplasms",1448
2019,C15.4,Middle third of oesophagus - Malignant neoplasms,16
2019,C15.5,Lower third of oesophagus - Malignant neoplasms,247
2019,C15.9,"Oesophagus, unspecified - Malignant neoplasms",15682
2019,C16.0,Cardia - Malignant neoplasms,1091
2019,C16.1,Fundus of stomach - Malignant neoplasms,14
2019,C16.2,Body of stomach - Malignant neoplasms,36
2019,C16.3,Pyloric antrum - Malignant neoplasms,56
2019,C16.4,Pylorus - Malignant neoplasms,18
2019,C16.9,"Stomach, unspecified - Malignant neoplasms",9871
2019,C17.0,Duodenum - Malignant neoplasms,940
2019,C17.1,Jejunum - Malignant neoplasms,82
2019,C17.2,Ileum - Malignant neoplasms,85
2019,C17.9,"Small intestine, unspecified - Malignant neoplasms",595
2019,C18.0,Caecum - Malignant neoplasms,721
2019,C18.1,Appendix - Malignant neoplasms,931
2019,C18.2,Ascending colon - Malignant neoplasms,321
2019,C18.3,Hepatic flexure - Malignant neoplasms,29
2019,C18.4,Transverse colon - Malignant neoplasms,134
2019,C18.5,Splenic flexure - Malignant neoplasms,26
2019,C18.6,Descending colon - Malignant neoplasms,76
2019,C18.7,Sigmoid colon - Malignant neoplasms,816
2019,C18.8,Overlapping lesion of colon - Malignant neoplasms,10
2019,C18.9,"Colon, unspecified - Malignant neoplasms",37573
2019,C19,Malignant neoplasm of rectosigmoid junction,3265
2019,C20,Malignant neoplasm of rectum,7714
2019,C21.0,"Anus, unspecified - Malignant neoplasms",1042
2019,C21.1,Anal canal - Malignant neoplasms,132
2019,C21.8,"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms",195
2019,C22.0,Liver cell carcinoma - Malignant neoplasms,11861
2019,C22.1,Intrahepatic bile duct carcinoma - Malignant neoplasms,7814
2019,C22.2,Hepatoblastoma - Malignant neoplasms,25
2019,C22.3,Angiosarcoma of liver - Malignant neoplasms,65
2019,C22.9,"Liver, unspecified - Malignant neoplasms",8189
2019,C23,Malignant neoplasm of gallbladder,2135
2019,C24.0,Extrahepatic bile duct - Malignant neoplasms,974
