cause,year,month,age,status,dead,pop,asmr,noted_as_unreliable,asmr_low,asmr_high
All causes,2021,September,18-39,"Second dose, at least 21 days ago",316,641770,47.1,,41.7,52.4
All causes,2021,September,18-39,"Third dose or booster, less than 21 days ago",<3,924,,,,
All causes,2021,September,18-39,"Third dose or booster, at least 21 days ago",<3,24,,,,
All causes,2021,September,18-39,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2021,September,18-39,"Fourth dose or booster, at least 21 days ago",<3,0,,,,
All causes,2021,September,40-49,Unvaccinated,172,62789,286.7,,243.5,329.9
All causes,2021,September,40-49,"First dose, less than 21 days ago",6,1730,386.1,u,137.8,847.7
All causes,2021,September,40-49,"First dose, at least 21 days ago",87,18151,517.6,,413.3,639.8
All causes,2021,September,40-49,"Second dose, less than 21 days ago",4,7057,67.9,u,17.6,175.9
All causes,2021,September,40-49,"Second dose, at least 21 days ago",637,449540,140.6,,129.7,151.5
All causes,2021,September,40-49,"Third dose or booster, less than 21 days ago",<3,970,,,,
All causes,2021,September,40-49,"Third dose or booster, at least 21 days ago",<3,27,,,,
All causes,2021,September,40-49,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2021,September,40-49,"Fourth dose or booster, at least 21 days ago",<3,0,,,,
All causes,2021,September,50-59,Unvaccinated,354,39891,899.8,,805.8,993.8
All causes,2021,September,50-59,"First dose, less than 21 days ago",3,742,356.6,u,73.5,1042.3
All causes,2021,September,50-59,"First dose, at least 21 days ago",144,9354,1613.9,,1348.7,1879.1
All causes,2021,September,50-59,"Second dose, less than 21 days ago",8,2190,362.7,u,153.4,720.1
All causes,2021,September,50-59,"Second dose, at least 21 days ago",1837,542029,335.7,,320.3,351.0
All causes,2021,September,50-59,"Third dose or booster, less than 21 days ago",<3,1914,,,,
All causes,2021,September,50-59,"Third dose or booster, at least 21 days ago",<3,38,,,,
All causes,2021,September,50-59,"Fourth dose or booster, less than 21 days ago",<3,1,,,,
All causes,2021,September,50-59,"Fourth dose or booster, at least 21 days ago",<3,0,,,,
All causes,2021,September,60-69,Unvaccinated,428,20454,2170.9,,1962.7,2379.1
All causes,2021,September,60-69,"First dose, less than 21 days ago",<3,266,,,,
All causes,2021,September,60-69,"First dose, at least 21 days ago",213,4053,5717.8,,4935.0,6500.6
All causes,2021,September,60-69,"Second dose, less than 21 days ago",11,764,1716.0,u,840.6,3095.7
All causes,2021,September,60-69,"Second dose, at least 21 days ago",3835,451159,856.6,,829.5,883.8
All causes,2021,September,60-69,"Third dose or booster, less than 21 days ago",5,1417,352.5,u,111.7,828.1
All causes,2021,September,60-69,"Third dose or booster, at least 21 days ago",<3,31,,,,
All causes,2021,September,60-69,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2021,September,60-69,"Fourth dose or booster, at least 21 days ago",<3,0,,,,
All causes,2021,September,70-79,Unvaccinated,490,9975,5012.3,,4565.9,5458.7
All causes,2021,September,70-79,"First dose, less than 21 days ago",<3,79,,,,
All causes,2021,September,70-79,"First dose, at least 21 days ago",259,1769,15007.3,,13171.6,16842.9
All causes,2021,September,70-79,"Second dose, less than 21 days ago",3,247,1201.9,u,238.0,3536.2
All causes,2021,September,70-79,"Second dose, at least 21 days ago",8550,373542,2303.1,,2254.3,2351.9
All causes,2021,September,70-79,"Third dose or booster, less than 21 days ago",12,1693,603.7,u,301.4,1070.9
All causes,2021,September,70-79,"Third dose or booster, at least 21 days ago",<3,50,,,,
All causes,2021,September,70-79,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2021,September,70-79,"Fourth dose or booster, at least 21 days ago",<3,0,,,,
All causes,2021,September,80-89,Unvaccinated,492,4419,11053.4,,10076.3,12030.5
All causes,2021,September,80-89,"First dose, less than 21 days ago",<3,28,,,,
All causes,2021,September,80-89,"First dose, at least 21 days ago",278,881,30846.5,,27186.4,34506.5
All causes,2021,September,80-89,"Second dose, less than 21 days ago",6,93,6452.1,u,2366.7,14045.6
All causes,2021,September,80-89,"Second dose, at least 21 days ago",12060,171143,7015.9,,6890.7,7141.2
All causes,2021,September,80-89,"Third dose or booster, less than 21 days ago",38,3948,966.3,,683.8,1326.4
All causes,2021,September,80-89,"Third dose or booster, at least 21 days ago",<3,17,,,,
All causes,2021,September,80-89,"Fourth dose or booster, less than 21 days ago",<3,1,,,,
All causes,2021,September,80-89,"Fourth dose or booster, at least 21 days ago",<3,0,,,,
All causes,2021,September,90+,Unvaccinated,255,1176,21692.2,,19111.0,24524.7
All causes,2021,September,90+,"First dose, less than 21 days ago",<3,7,,,,
All causes,2021,September,90+,"First dose, at least 21 days ago",186,296,62795.5,,54094.3,72497.6
All causes,2021,September,90+,"Second dose, less than 21 days ago",5,20,24576.1,u,7919.9,57352.2
All causes,2021,September,90+,"Second dose, at least 21 days ago",7477,36915,20254.5,,19797.9,20718.9
All causes,2021,September,90+,"Third dose or booster, less than 21 days ago",30,608,4934.9,,3328.9,7045.2
All causes,2021,September,90+,"Third dose or booster, at least 21 days ago",<3,1,,,,
All causes,2021,September,90+,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2021,September,90+,"Fourth dose or booster, at least 21 days ago",<3,0,,,,
All causes,2021,October,18-39,Unvaccinated,164,250760,69.8,,58.9,80.6
All causes,2021,October,18-39,"First dose, less than 21 days ago",<3,8511,,,,
All causes,2021,October,18-39,"First dose, at least 21 days ago",65,81210,94.4,,71.9,121.5
All causes,2021,October,18-39,"Second dose, less than 21 days ago",8,30839,34.0,u,13.6,69.0
All causes,2021,October,18-39,"Second dose, at least 21 days ago",327,773058,40.9,,36.4,45.3
All causes,2021,October,18-39,"Third dose or booster, less than 21 days ago",12,18455,63.5,u,30.8,113.9
All causes,2021,October,18-39,"Third dose or booster, at least 21 days ago",<3,4532,,,,
All causes,2021,October,18-39,"Fourth dose or booster, less than 21 days ago",<3,4,,,,
All causes,2021,October,18-39,"Fourth dose or booster, at least 21 days ago",<3,1,,,,
All causes,2021,October,40-49,Unvaccinated,165,63103,269.7,,228.1,311.2
All causes,2021,October,40-49,"First dose, less than 21 days ago",<3,1347,,,,
All causes,2021,October,40-49,"First dose, at least 21 days ago",86,15760,592.5,,472.8,733.1
All causes,2021,October,40-49,"Second dose, less than 21 days ago",3,3467,84.2,u,15.8,250.0
All causes,2021,October,40-49,"Second dose, at least 21 days ago",600,453062,131.7,,121.2,142.3
All causes,2021,October,40-49,"Third dose or booster, less than 21 days ago",10,16870,58.7,u,28.0,108.2
All causes,2021,October,40-49,"Third dose or booster, at least 21 days ago",5,4512,109.7,u,35.1,257.0
All causes,2021,October,40-49,"Fourth dose or booster, less than 21 days ago",<3,4,,,,
All causes,2021,October,40-49,"Fourth dose or booster, at least 21 days ago",<3,1,,,,
All causes,2021,October,50-59,Unvaccinated,326,40483,818.1,,729.1,907.2
All causes,2021,October,50-59,"First dose, less than 21 days ago",<3,580,,,,
All causes,2021,October,50-59,"First dose, at least 21 days ago",129,8663,1509.7,,1247.6,1771.8
All causes,2021,October,50-59,"Second dose, less than 21 days ago",4,1372,300.3,u,79.2,774.4
All causes,2021,October,50-59,"Second dose, at least 21 days ago",1907,524557,359.3,,343.1,375.4
All causes,2021,October,50-59,"Third dose or booster, less than 21 days ago",40,31574,123.7,,88.2,168.7
All causes,2021,October,50-59,"Third dose or booster, at least 21 days ago",16,8856,185.0,u,105.5,300.8
All causes,2021,October,50-59,"Fourth dose or booster, less than 21 days ago",<3,8,,,,
All causes,2021,October,50-59,"Fourth dose or booster, at least 21 days ago",<3,3,,,,
All causes,2021,October,60-69,Unvaccinated,433,20918,2144.4,,1939.9,2348.9
All causes,2021,October,60-69,"First dose, less than 21 days ago",<3,212,,,,
All causes,2021,October,60-69,"First dose, at least 21 days ago",173,3806,4808.2,,4076.6,5539.7
All causes,2021,October,60-69,"Second dose, less than 21 days ago",4,515,1027.7,u,280.0,2631.3
All causes,2021,October,60-69,"Second dose, at least 21 days ago",4095,431152,958.6,,929.2,987.9
All causes,2021,October,60-69,"Third dose or booster, less than 21 days ago",132,31642,412.5,,342.0,483.0
All causes,2021,October,60-69,"Third dose or booster, at least 21 days ago",29,6752,436.8,,291.4,626.8
All causes,2021,October,60-69,"Fourth dose or booster, less than 21 days ago",<3,6,,,,
All causes,2021,October,60-69,"Fourth dose or booster, at least 21 days ago",<3,2,,,,
All causes,2021,October,70-79,Unvaccinated,487,10219,4871.9,,4436.7,5307.0
All causes,2021,October,70-79,"First dose, less than 21 days ago",<3,74,,,,
All causes,2021,October,70-79,"First dose, at least 21 days ago",248,1660,15302.9,,13390.3,17215.4
All causes,2021,October,70-79,"Second dose, less than 21 days ago",11,179,6546.6,u,3245.0,11749.9
All causes,2021,October,70-79,"Second dose, at least 21 days ago",8533,298017,2963.0,,2899.8,3026.2
All causes,2021,October,70-79,"Third dose or booster, less than 21 days ago",663,79346,792.4,,730.1,854.6
All causes,2021,October,70-79,"Third dose or booster, at least 21 days ago",139,11169,1147.0,,943.6,1350.5
All causes,2021,October,70-79,"Fourth dose or booster, less than 21 days ago",<3,9,,,,
All causes,2021,October,70-79,"Fourth dose or booster, at least 21 days ago",<3,2,,,,
All causes,2021,October,80-89,Unvaccinated,480,4505,10580.7,,9633.8,11527.6
All causes,2021,October,80-89,"First dose, less than 21 days ago",4,33,11997.6,u,3252.3,30754.6
All causes,2021,October,80-89,"First dose, at least 21 days ago",279,814,33722.6,,29733.3,37712.0
All causes,2021,October,80-89,"Second dose, less than 21 days ago",13,83,13341.4,u,7075.8,22856.7
All causes,2021,October,80-89,"Second dose, at least 21 days ago",11216,93479,11902.9,,11682.5,12123.3
All causes,2021,October,80-89,"Third dose or booster, less than 21 days ago",1777,67724,2624.2,,2502.2,2746.2
All causes,2021,October,80-89,"Third dose or booster, at least 21 days ago",597,20171,2957.9,,2720.6,3195.2
All causes,2021,October,80-89,"Fourth dose or booster, less than 21 days ago",<3,11,,,,
All causes,2021,October,80-89,"Fourth dose or booster, at least 21 days ago",<3,3,,,,
All causes,2021,October,90+,Unvaccinated,311,1194,26048.5,,23233.5,29110.5
All causes,2021,October,90+,"First dose, less than 21 days ago",9,10,86826.4,u,39620.1,164834.6
All causes,2021,October,90+,"First dose, at least 21 days ago",182,270,67485.1,,58035.8,78034.0
All causes,2021,October,90+,"Second dose, less than 21 days ago",12,28,43314.5,u,22355.5,75667.0
All causes,2021,October,90+,"Second dose, at least 21 days ago",6896,23156,29780.1,,29081.3,30491.5
All causes,2021,October,90+,"Third dose or booster, less than 21 days ago",1184,12423,9530.5,,8995.3,10089.2
All causes,2021,October,90+,"Third dose or booster, at least 21 days ago",373,3344,11155.7,,10052.1,12347.3
All causes,2021,October,90+,"Fourth dose or booster, less than 21 days ago",<3,2,,,,
All causes,2021,October,90+,"Fourth dose or booster, at least 21 days ago",<3,1,,,,
All causes,2021,November,18-39,Unvaccinated,163,233503,74.5,,62.9,86.1
All causes,2021,November,18-39,"First dose, less than 21 days ago",<3,6598,,,,
All causes,2021,November,18-39,"First dose, at least 21 days ago",48,66426,81.3,,59.2,108.7
All causes,2021,November,18-39,"Second dose, less than 21 days ago",8,16215,54.7,u,21.3,111.7
All causes,2021,November,18-39,"Second dose, at least 21 days ago",300,747561,39.5,,35.0,44.0
All causes,2021,November,18-39,"Third dose or booster, less than 21 days ago",20,26823,72.2,,42.9,113.2
All causes,2021,November,18-39,"Third dose or booster, at least 21 days ago",12,32347,40.9,u,19.4,74.0
All causes,2021,November,18-39,"Fourth dose or booster, less than 21 days ago",<3,6,,,,
All causes,2021,November,18-39,"Fourth dose or booster, at least 21 days ago",<3,8,,,,
All causes,2021,November,40-49,Unvaccinated,194,59735,341.0,,292.6,389.4
All causes,2021,November,40-49,"First dose, less than 21 days ago",<3,1068,,,,
All causes,2021,November,40-49,"First dose, at least 21 days ago",59,13563,456.6,,346.3,590.4
All causes,2021,November,40-49,"Second dose, less than 21 days ago",3,2430,136.8,u,26.6,403.6
All causes,2021,November,40-49,"Second dose, at least 21 days ago",566,404687,139.8,,128.2,151.3
All causes,2021,November,40-49,"Third dose or booster, less than 21 days ago",43,28658,147.6,,106.4,199.2
All causes,2021,November,40-49,"Third dose or booster, at least 21 days ago",60,29760,197.3,,150.3,254.3
All causes,2021,November,40-49,"Fourth dose or booster, less than 21 days ago",<3,7,,,,
All causes,2021,November,40-49,"Fourth dose or booster, at least 21 days ago",<3,8,,,,
All causes,2021,November,50-59,Unvaccinated,364,38583,957.6,,859.0,1056.2
All causes,2021,November,50-59,"First dose, less than 21 days ago",3,493,663.7,u,131.3,1953.1
All causes,2021,November,50-59,"First dose, at least 21 days ago",111,7630,1515.1,,1231.7,1798.5
All causes,2021,November,50-59,"Second dose, less than 21 days ago",<3,1100,,,,
All causes,2021,November,50-59,"Second dose, at least 21 days ago",1669,417536,397.8,,378.8,416.9
All causes,2021,November,50-59,"Third dose or booster, less than 21 days ago",149,73766,196.2,,164.3,228.0
All causes,2021,November,50-59,"Third dose or booster, at least 21 days ago",201,57152,343.2,,295.5,390.9
All causes,2021,November,50-59,"Fourth dose or booster, less than 21 days ago",<3,13,,,,
All causes,2021,November,50-59,"Fourth dose or booster, at least 21 days ago",<3,14,,,,
All causes,2021,November,60-69,Unvaccinated,446,20065,2316.3,,2098.7,2533.9
All causes,2021,November,60-69,"First dose, less than 21 days ago",6,192,3084.1,u,1078.2,6812.4
All causes,2021,November,60-69,"First dose, at least 21 days ago",164,3403,5117.3,,4318.7,5915.9
All causes,2021,November,60-69,"Second dose, less than 21 days ago",8,406,2400.7,u,1010.7,4774.1
All causes,2021,November,60-69,"Second dose, at least 21 days ago",3245,264070,1315.6,,1269.5,1361.7
All causes,2021,November,60-69,"Third dose or booster, less than 21 days ago",483,126754,363.2,,330.0,396.4
All causes,2021,November,60-69,"Third dose or booster, at least 21 days ago",502,65128,751.9,,685.6,818.3
All causes,2021,November,60-69,"Fourth dose or booster, less than 21 days ago",<3,18,,,,
All causes,2021,November,60-69,"Fourth dose or booster, at least 21 days ago",<3,12,,,,
All causes,2021,November,70-79,Unvaccinated,472,9805,4935.6,,4488.0,5383.3
All causes,2021,November,70-79,"First dose, less than 21 days ago",7,66,11639.3,u,4633.9,24062.5
All causes,2021,November,70-79,"First dose, at least 21 days ago",163,1480,11298.2,,9556.7,13039.6
All causes,2021,November,70-79,"Second dose, less than 21 days ago",12,149,8071.8,u,4150.9,14130.5
All causes,2021,November,70-79,"Second dose, at least 21 days ago",5901,90025,7086.9,,6902.7,7271.1
All causes,2021,November,70-79,"Third dose or booster, less than 21 days ago",1290,136119,981.2,,927.2,1035.1
All causes,2021,November,70-79,"Third dose or booster, at least 21 days ago",2246,150290,1445.3,,1384.4,1506.1
All causes,2021,November,70-79,"Fourth dose or booster, less than 21 days ago",<3,16,,,,
All causes,2021,November,70-79,"Fourth dose or booster, at least 21 days ago",<3,16,,,,
All causes,2021,November,80-89,Unvaccinated,531,4296,12295.9,,11249.7,13342.1
All causes,2021,November,80-89,"First dose, less than 21 days ago",8,31,25322.6,u,10811.0,50103.1
All causes,2021,November,80-89,"First dose, at least 21 days ago",196,710,27124.1,,23301.7,30946.5
All causes,2021,November,80-89,"Second dose, less than 21 days ago",10,74,13364.0,u,6351.3,24669.3
All causes,2021,November,80-89,"Second dose, at least 21 days ago",6985,28792,23821.4,,23260.0,24382.8
All causes,2021,November,80-89,"Third dose or booster, less than 21 days ago",1553,34444,4518.9,,4294.1,4743.6
All causes,2021,November,80-89,"Third dose or booster, at least 21 days ago",4984,112569,4425.3,,4302.4,4548.1
All causes,2021,November,80-89,"Fourth dose or booster, less than 21 days ago",<3,9,,,,
All causes,2021,November,80-89,"Fourth dose or booster, at least 21 days ago",<3,19,,,,
All causes,2021,November,90+,Unvaccinated,313,1130,27707.1,,24722.2,30953.2
All causes,2021,November,90+,"First dose, less than 21 days ago",8,9,86296.5,u,37157.4,170048.9
All causes,2021,November,90+,"First dose, at least 21 days ago",114,228,50032.5,,41269.7,60104.9
All causes,2021,November,90+,"Second dose, less than 21 days ago",10,25,39692.4,u,19002.3,73000.8
All causes,2021,November,90+,"Second dose, at least 21 days ago",4165,9036,46091.6,,44702.3,47513.1
All causes,2021,November,90+,"Third dose or booster, less than 21 days ago",1183,7771,15223.6,,14368.3,16116.5
All causes,2021,November,90+,"Third dose or booster, at least 21 days ago",3341,20946,15950.8,,15414.4,16501.0
All causes,2021,November,90+,"Fourth dose or booster, less than 21 days ago",<3,3,,,,
All causes,2021,November,90+,"Fourth dose or booster, at least 21 days ago",<3,4,,,,
All causes,2021,December,18-39,Unvaccinated,213,230913,98.1,,84.7,111.4
All causes,2021,December,18-39,"First dose, less than 21 days ago",<3,7952,,,,
All causes,2021,December,18-39,"First dose, at least 21 days ago",53,57372,104.3,,77.4,137.3
All causes,2021,December,18-39,"Second dose, less than 21 days ago",<3,15753,,,,
