ed,cause,month,age,status,dead,pop,asmr,unreliable,asmrlow,asmrhigh
3,Deaths involving COVID-19,2021-04,40-49,"First dose, at least 21 days ago",0,123947,NA,,NA,NA
3,Deaths involving COVID-19,2021-04,40-49,"Second dose, less than 21 days ago",0,26208,NA,,NA,NA
3,Deaths involving COVID-19,2021-04,40-49,"Second dose, at least 21 days ago",0,19289,NA,,NA,NA
3,Deaths involving COVID-19,2021-04,50-59,Unvaccinated,34,54393,64.9,,90.7,44.9
3,Deaths involving COVID-19,2021-04,50-59,"First dose, less than 21 days ago",3,82823,3.9,u,11.4,0.8
3,Deaths involving COVID-19,2021-04,50-59,"First dose, at least 21 days ago",14,325725,4.1,u,7.0,2.3
3,Deaths involving COVID-19,2021-04,50-59,"Second dose, less than 21 days ago",0,39336,NA,,NA,NA
3,Deaths involving COVID-19,2021-04,50-59,"Second dose, at least 21 days ago",0,25989,NA,,NA,NA
3,Deaths involving COVID-19,2021-04,60-69,Unvaccinated,68,28525,240.2,,305.0,186.0
3,Deaths involving COVID-19,2021-04,60-69,"First dose, less than 21 days ago",0,12132,NA,,NA,NA
3,Deaths involving COVID-19,2021-04,60-69,"First dose, at least 21 days ago",38,322937,11.9,,16.3,8.4
3,Deaths involving COVID-19,2021-04,60-69,"Second dose, less than 21 days ago",0,50716,NA,,NA,NA
3,Deaths involving COVID-19,2021-04,60-69,"Second dose, at least 21 days ago",0,17184,NA,,NA,NA
3,Deaths involving COVID-19,2021-04,70-79,Unvaccinated,45,19460,245.0,,329.9,177.1
3,Deaths involving COVID-19,2021-04,70-79,"First dose, less than 21 days ago",0,1044,NA,,NA,NA
3,Deaths involving COVID-19,2021-04,70-79,"First dose, at least 21 days ago",99,156976,74.2,,90.8,59.8
3,Deaths involving COVID-19,2021-04,70-79,"Second dose, less than 21 days ago",8,141964,5.5,u,10.8,2.3
3,Deaths involving COVID-19,2021-04,70-79,"Second dose, at least 21 days ago",6,31954,15.7,u,35.5,5.0
3,Deaths involving COVID-19,2021-04,80-89,Unvaccinated,53,5668,929.0,,1215.4,695.7
3,Deaths involving COVID-19,2021-04,80-89,"First dose, less than 21 days ago",8,457,1637.8,u,3233.7,703.2
3,Deaths involving COVID-19,2021-04,80-89,"First dose, at least 21 days ago",159,25873,609.2,,703.9,514.4
3,Deaths involving COVID-19,2021-04,80-89,"Second dose, less than 21 days ago",20,65820,30.4,,47.0,18.6
3,Deaths involving COVID-19,2021-04,80-89,"Second dose, at least 21 days ago",28,70123,39.6,,57.3,26.3
3,Deaths involving COVID-19,2021-04,90+,Unvaccinated,27,1695,1593.3,,2318.2,1049.7
3,Deaths involving COVID-19,2021-04,90+,"First dose, less than 21 days ago",0,164,NA,,NA,NA
3,Deaths involving COVID-19,2021-04,90+,"First dose, at least 21 days ago",78,7015,1111.9,,1387.7,878.9
3,Deaths involving COVID-19,2021-04,90+,"Second dose, less than 21 days ago",11,13617,80.8,u,144.6,40.3
3,Deaths involving COVID-19,2021-04,90+,"Second dose, at least 21 days ago",23,14305,160.8,,241.3,101.9
3,Deaths involving COVID-19,2021-05,18-39,Unvaccinated,4,651561,0.7,u,1.8,0.2
3,Deaths involving COVID-19,2021-05,18-39,"First dose, less than 21 days ago",0,53775,NA,,NA,NA
3,Deaths involving COVID-19,2021-05,18-39,"First dose, at least 21 days ago",0,114200,NA,,NA,NA
3,Deaths involving COVID-19,2021-05,18-39,"Second dose, less than 21 days ago",0,50840,NA,,NA,NA
3,Deaths involving COVID-19,2021-05,18-39,"Second dose, at least 21 days ago",0,79515,NA,,NA,NA
3,Deaths involving COVID-19,2021-05,40-49,Unvaccinated,7,109872,7.4,u,15.4,2.9
3,Deaths involving COVID-19,2021-05,40-49,"First dose, less than 21 days ago",0,82454,NA,,NA,NA
3,Deaths involving COVID-19,2021-05,40-49,"First dose, at least 21 days ago",0,169064,NA,,NA,NA
3,Deaths involving COVID-19,2021-05,40-49,"Second dose, less than 21 days ago",0,46398,NA,,NA,NA
3,Deaths involving COVID-19,2021-05,40-49,"Second dose, at least 21 days ago",0,60846,NA,,NA,NA
3,Deaths involving COVID-19,2021-05,50-59,Unvaccinated,13,49609,27.3,u,46.8,14.5
3,Deaths involving COVID-19,2021-05,50-59,"First dose, less than 21 days ago",0,3925,NA,,NA,NA
3,Deaths involving COVID-19,2021-05,50-59,"First dose, at least 21 days ago",10,294958,3.4,u,6.3,1.6
3,Deaths involving COVID-19,2021-05,50-59,"Second dose, less than 21 days ago",0,104827,NA,,NA,NA
3,Deaths involving COVID-19,2021-05,50-59,"Second dose, at least 21 days ago",0,92554,NA,,NA,NA
3,Deaths involving COVID-19,2021-05,60-69,Unvaccinated,27,26013,114.6,,167.2,75.2
3,Deaths involving COVID-19,2021-05,60-69,"First dose, less than 21 days ago",0,1217,NA,,NA,NA
3,Deaths involving COVID-19,2021-05,60-69,"First dose, at least 21 days ago",26,136886,29.0,,43.3,18.3
3,Deaths involving COVID-19,2021-05,60-69,"Second dose, less than 21 days ago",4,160008,2.4,u,6.1,0.6
3,Deaths involving COVID-19,2021-05,60-69,"Second dose, at least 21 days ago",0,122440,NA,,NA,NA
3,Deaths involving COVID-19,2021-05,70-79,Unvaccinated,11,12132,93.1,u,167.4,45.9
3,Deaths involving COVID-19,2021-05,70-79,"First dose, less than 21 days ago",0,402,NA,,NA,NA
3,Deaths involving COVID-19,2021-05,70-79,"First dose, at least 21 days ago",20,12234,187.2,,291.8,112.5
3,Deaths involving COVID-19,2021-05,70-79,"Second dose, less than 21 days ago",8,81086,12.2,u,25.0,4.8
3,Deaths involving COVID-19,2021-05,70-79,"Second dose, at least 21 days ago",9,258105,3.3,u,6.3,1.5
3,Deaths involving COVID-19,2021-05,80-89,Unvaccinated,14,5069,281.5,u,472.3,153.8
3,Deaths involving COVID-19,2021-05,80-89,"First dose, less than 21 days ago",0,174,NA,,NA,NA
3,Deaths involving COVID-19,2021-05,80-89,"First dose, at least 21 days ago",36,4574,774.5,,1074.8,540.5
3,Deaths involving COVID-19,2021-05,80-89,"Second dose, less than 21 days ago",7,8833,75.7,u,156.1,30.4
3,Deaths involving COVID-19,2021-05,80-89,"Second dose, at least 21 days ago",37,155115,23.7,,32.7,16.7
3,Deaths involving COVID-19,2021-05,90+,Unvaccinated,3,1468,204.4,u,597.3,41.1
3,Deaths involving COVID-19,2021-05,90+,"First dose, less than 21 days ago",0,70,NA,,NA,NA
3,Deaths involving COVID-19,2021-05,90+,"First dose, at least 21 days ago",16,1569,1019.6,u,1655.8,582.4
3,Deaths involving COVID-19,2021-05,90+,"Second dose, less than 21 days ago",5,2656,188.3,u,439.3,60.7
3,Deaths involving COVID-19,2021-05,90+,"Second dose, at least 21 days ago",22,32450,67.8,,102.7,42.5
3,Deaths involving COVID-19,2021-06,18-39,Unvaccinated,9,435552,2.8,u,5.4,1.2
3,Deaths involving COVID-19,2021-06,18-39,"First dose, less than 21 days ago",0,147277,NA,,NA,NA
3,Deaths involving COVID-19,2021-06,18-39,"First dose, at least 21 days ago",0,130875,NA,,NA,NA
3,Deaths involving COVID-19,2021-06,18-39,"Second dose, less than 21 days ago",0,53054,NA,,NA,NA
3,Deaths involving COVID-19,2021-06,18-39,"Second dose, at least 21 days ago",0,151921,NA,,NA,NA
3,Deaths involving COVID-19,2021-06,40-49,Unvaccinated,13,71905,18.6,u,32.0,9.8
3,Deaths involving COVID-19,2021-06,40-49,"First dose, less than 21 days ago",0,14475,NA,,NA,NA
3,Deaths involving COVID-19,2021-06,40-49,"First dose, at least 21 days ago",5,165308,3.1,u,7.1,1.0
3,Deaths involving COVID-19,2021-06,40-49,"Second dose, less than 21 days ago",0,70692,NA,,NA,NA
3,Deaths involving COVID-19,2021-06,40-49,"Second dose, at least 21 days ago",0,130364,NA,,NA,NA
3,Deaths involving COVID-19,2021-06,50-59,Unvaccinated,14,44090,32.5,u,54.5,17.7
3,Deaths involving COVID-19,2021-06,50-59,"First dose, less than 21 days ago",0,2481,NA,,NA,NA
3,Deaths involving COVID-19,2021-06,50-59,"First dose, at least 21 days ago",3,56095,6.0,u,17.7,1.2
3,Deaths involving COVID-19,2021-06,50-59,"Second dose, less than 21 days ago",0,158605,NA,,NA,NA
3,Deaths involving COVID-19,2021-06,50-59,"Second dose, at least 21 days ago",7,267077,2.5,u,5.2,1.0
3,Deaths involving COVID-19,2021-06,60-69,Unvaccinated,24,23739,100.2,,149.5,63.8
3,Deaths involving COVID-19,2021-06,60-69,"First dose, less than 21 days ago",0,888,NA,,NA,NA
3,Deaths involving COVID-19,2021-06,60-69,"First dose, at least 21 days ago",7,14294,42.4,u,90.2,15.4
3,Deaths involving COVID-19,2021-06,60-69,"Second dose, less than 21 days ago",0,61188,NA,,NA,NA
3,Deaths involving COVID-19,2021-06,60-69,"Second dose, at least 21 days ago",14,332692,4.2,u,7.1,2.3
3,Deaths involving COVID-19,2021-06,70-79,Unvaccinated,15,11204,135.1,u,223.9,74.9
3,Deaths involving COVID-19,2021-06,70-79,"First dose, less than 21 days ago",0,293,NA,,NA,NA
3,Deaths involving COVID-19,2021-06,70-79,"First dose, at least 21 days ago",9,3950,229.3,u,436.0,104.5
3,Deaths involving COVID-19,2021-06,70-79,"Second dose, less than 21 days ago",4,3478,139.0,u,359.4,36.3
3,Deaths involving COVID-19,2021-06,70-79,"Second dose, at least 21 days ago",42,334228,12.7,,17.2,9.2
3,Deaths involving COVID-19,2021-06,80-89,Unvaccinated,10,4659,212.8,u,391.6,102.0
3,Deaths involving COVID-19,2021-06,80-89,"First dose, less than 21 days ago",0,127,NA,,NA,NA
3,Deaths involving COVID-19,2021-06,80-89,"First dose, at least 21 days ago",16,2190,745.0,u,1214.1,423.0
3,Deaths involving COVID-19,2021-06,80-89,"Second dose, less than 21 days ago",0,1231,NA,,NA,NA
3,Deaths involving COVID-19,2021-06,80-89,"Second dose, at least 21 days ago",65,160171,40.4,,51.5,31.2
3,Deaths involving COVID-19,2021-06,90+,Unvaccinated,9,1343,670.3,u,1272.5,305.9
3,Deaths involving COVID-19,2021-06,90+,"First dose, less than 21 days ago",0,39,NA,,NA,NA
3,Deaths involving COVID-19,2021-06,90+,"First dose, at least 21 days ago",6,777,772.4,u,1681.3,282.1
3,Deaths involving COVID-19,2021-06,90+,"Second dose, less than 21 days ago",0,409,NA,,NA,NA
3,Deaths involving COVID-19,2021-06,90+,"Second dose, at least 21 days ago",32,34687,92.3,,130.2,63.1
3,Deaths involving COVID-19,2021-07,18-39,Unvaccinated,20,280259,8.4,,13.0,5.0
3,Deaths involving COVID-19,2021-07,18-39,"First dose, less than 21 days ago",0,98986,NA,,NA,NA
3,Deaths involving COVID-19,2021-07,18-39,"First dose, at least 21 days ago",0,277114,NA,,NA,NA
3,Deaths involving COVID-19,2021-07,18-39,"Second dose, less than 21 days ago",0,60970,NA,,NA,NA
3,Deaths involving COVID-19,2021-07,18-39,"Second dose, at least 21 days ago",6,231443,2.6,u,5.7,0.9
3,Deaths involving COVID-19,2021-07,40-49,Unvaccinated,30,67335,45.0,,64.4,30.2
3,Deaths involving COVID-19,2021-07,40-49,"First dose, less than 21 days ago",0,4302,NA,,NA,NA
3,Deaths involving COVID-19,2021-07,40-49,"First dose, at least 21 days ago",5,65032,7.8,u,18.4,2.4
3,Deaths involving COVID-19,2021-07,40-49,"Second dose, less than 21 days ago",0,83668,NA,,NA,NA
3,Deaths involving COVID-19,2021-07,40-49,"Second dose, at least 21 days ago",19,246861,7.8,u,12.3,4.7
3,Deaths involving COVID-19,2021-07,50-59,Unvaccinated,57,43125,131.4,,170.3,99.5
3,Deaths involving COVID-19,2021-07,50-59,"First dose, less than 21 days ago",0,1616,NA,,NA,NA
3,Deaths involving COVID-19,2021-07,50-59,"First dose, at least 21 days ago",9,14855,66.7,u,126.9,30.3
3,Deaths involving COVID-19,2021-07,50-59,"Second dose, less than 21 days ago",0,16033,NA,,NA,NA
3,Deaths involving COVID-19,2021-07,50-59,"Second dose, at least 21 days ago",40,470331,8.6,,11.7,6.1
3,Deaths involving COVID-19,2021-07,60-69,Unvaccinated,71,23662,308.7,,390.1,240.4
3,Deaths involving COVID-19,2021-07,60-69,"First dose, less than 21 days ago",0,594,NA,,NA,NA
3,Deaths involving COVID-19,2021-07,60-69,"First dose, at least 21 days ago",15,6504,250.4,u,415.5,138.4
3,Deaths involving COVID-19,2021-07,60-69,"Second dose, less than 21 days ago",0,3651,NA,,NA,NA
3,Deaths involving COVID-19,2021-07,60-69,"Second dose, at least 21 days ago",82,413457,20.0,,24.8,15.9
3,Deaths involving COVID-19,2021-07,70-79,Unvaccinated,64,11283,595.8,,762.7,457.3
3,Deaths involving COVID-19,2021-07,70-79,"First dose, less than 21 days ago",0,203,NA,,NA,NA
3,Deaths involving COVID-19,2021-07,70-79,"First dose, at least 21 days ago",15,2951,520.3,u,858.8,290.8
3,Deaths involving COVID-19,2021-07,70-79,"Second dose, less than 21 days ago",0,845,NA,,NA,NA
3,Deaths involving COVID-19,2021-07,70-79,"Second dose, at least 21 days ago",175,350516,50.3,,57.7,42.8
3,Deaths involving COVID-19,2021-07,80-89,Unvaccinated,63,4662,1334.2,,1707.4,1025.0
3,Deaths involving COVID-19,2021-07,80-89,"First dose, less than 21 days ago",0,79,NA,,NA,NA
3,Deaths involving COVID-19,2021-07,80-89,"First dose, at least 21 days ago",12,1717,671.5,u,1178.2,343.5
3,Deaths involving COVID-19,2021-07,80-89,"Second dose, less than 21 days ago",0,383,NA,,NA,NA
3,Deaths involving COVID-19,2021-07,80-89,"Second dose, at least 21 days ago",275,167264,163.5,,182.9,144.2
3,Deaths involving COVID-19,2021-07,90+,Unvaccinated,21,1344,1562.9,,2389.1,967.1
3,Deaths involving COVID-19,2021-07,90+,"First dose, less than 21 days ago",0,23,NA,,NA,NA
3,Deaths involving COVID-19,2021-07,90+,"First dose, at least 21 days ago",8,602,1329.9,u,2620.7,572.6
3,Deaths involving COVID-19,2021-07,90+,"Second dose, less than 21 days ago",0,137,NA,,NA,NA
3,Deaths involving COVID-19,2021-07,90+,"Second dose, at least 21 days ago",144,36615,393.3,,463.0,331.7
3,Deaths involving COVID-19,2021-08,18-39,Unvaccinated,34,243559,15.7,,22.0,10.8
3,Deaths involving COVID-19,2021-08,18-39,"First dose, less than 21 days ago",0,20238,NA,,NA,NA
3,Deaths involving COVID-19,2021-08,18-39,"First dose, at least 21 days ago",4,221631,2.9,u,7.9,0.6
3,Deaths involving COVID-19,2021-08,18-39,"Second dose, less than 21 days ago",0,126638,NA,,NA,NA
3,Deaths involving COVID-19,2021-08,18-39,"Second dose, at least 21 days ago",12,336238,3.1,u,5.5,1.6
3,Deaths involving COVID-19,2021-08,40-49,Unvaccinated,38,64208,61.6,,84.7,43.4
3,Deaths involving COVID-19,2021-08,40-49,"First dose, less than 21 days ago",0,2018,NA,,NA,NA
3,Deaths involving COVID-19,2021-08,40-49,"First dose, at least 21 days ago",5,22519,26.8,u,62.5,8.7
3,Deaths involving COVID-19,2021-08,40-49,"Second dose, less than 21 days ago",0,23768,NA,,NA,NA
3,Deaths involving COVID-19,2021-08,40-49,"Second dose, at least 21 days ago",23,354178,6.3,,9.4,4.0
3,Deaths involving COVID-19,2021-08,50-59,Unvaccinated,111,41763,268.9,,319.0,218.8
3,Deaths involving COVID-19,2021-08,50-59,"First dose, less than 21 days ago",0,919,NA,,NA,NA
3,Deaths involving COVID-19,2021-08,50-59,"First dose, at least 21 days ago",11,11073,105.0,u,188.1,52.2
3,Deaths involving COVID-19,2021-08,50-59,"Second dose, less than 21 days ago",0,3570,NA,,NA,NA
3,Deaths involving COVID-19,2021-08,50-59,"Second dose, at least 21 days ago",78,488672,15.4,,19.3,12.2
3,Deaths involving COVID-19,2021-08,60-69,Unvaccinated,127,23163,564.3,,663.4,465.2
3,Deaths involving COVID-19,2021-08,60-69,"First dose, less than 21 days ago",0,355,NA,,NA,NA
3,Deaths involving COVID-19,2021-08,60-69,"First dose, at least 21 days ago",14,5324,266.3,u,449.5,143.8
3,Deaths involving COVID-19,2021-08,60-69,"Second dose, less than 21 days ago",0,1223,NA,,NA,NA
3,Deaths involving COVID-19,2021-08,60-69,"Second dose, at least 21 days ago",175,418459,42.0,,48.3,35.8
3,Deaths involving COVID-19,2021-08,70-79,Unvaccinated,114,11126,1082.2,,1283.0,881.4
3,Deaths involving COVID-19,2021-08,70-79,"First dose, less than 21 days ago",0,116,NA,,NA,NA
3,Deaths involving COVID-19,2021-08,70-79,"First dose, at least 21 days ago",21,2568,828.5,,1267.2,512.3
3,Deaths involving COVID-19,2021-08,70-79,"Second dose, less than 21 days ago",0,401,NA,,NA,NA
3,Deaths involving COVID-19,2021-08,70-79,"Second dose, at least 21 days ago",405,352299,115.6,,126.9,104.4
3,Deaths involving COVID-19,2021-08,80-89,Unvaccinated,107,4567,2350.9,,2796.7,1905.0
3,Deaths involving COVID-19,2021-08,80-89,"First dose, less than 21 days ago",3,48,6725.4,u,19654.3,1386.9
3,Deaths involving COVID-19,2021-08,80-89,"First dose, at least 21 days ago",17,1503,1214.6,u,1948.2,705.1
3,Deaths involving COVID-19,2021-08,80-89,"Second dose, less than 21 days ago",0,177,NA,,NA,NA
3,Deaths involving COVID-19,2021-08,80-89,"Second dose, at least 21 days ago",550,167935,325.9,,353.1,298.7
3,Deaths involving COVID-19,2021-08,90+,Unvaccinated,41,1320,3105.8,,4213.5,2228.5
3,Deaths involving COVID-19,2021-08,90+,"First dose, less than 21 days ago",0,12,NA,,NA,NA
3,Deaths involving COVID-19,2021-08,90+,"First dose, at least 21 days ago",11,519,2118.4,u,3790.6,1056.0
3,Deaths involving COVID-19,2021-08,90+,"Second dose, less than 21 days ago",0,61,NA,,NA,NA
3,Deaths involving COVID-19,2021-08,90+,"Second dose, at least 21 days ago",297,36955,803.7,,900.5,714.9
3,Deaths involving COVID-19,2021-09,18-39,Unvaccinated,22,220241,11.1,,16.9,6.9
3,Deaths involving COVID-19,2021-09,18-39,"First dose, less than 21 days ago",0,10205,NA,,NA,NA
3,Deaths involving COVID-19,2021-09,18-39,"First dose, at least 21 days ago",0,95492,NA,,NA,NA
3,Deaths involving COVID-19,2021-09,18-39,"Second dose, less than 21 days ago",0,88321,NA,,NA,NA
3,Deaths involving COVID-19,2021-09,18-39,"Second dose, at least 21 days ago",11,503002,2.1,u,3.8,1.0
3,Deaths involving COVID-19,2021-09,40-49,Unvaccinated,31,60431,55.7,,79.2,37.7
3,Deaths involving COVID-19,2021-09,40-49,"First dose, less than 21 days ago",0,1264,NA,,NA,NA
3,Deaths involving COVID-19,2021-09,40-49,"First dose, at least 21 days ago",7,15348,50.7,u,104.7,20.3
3,Deaths involving COVID-19,2021-09,40-49,"Second dose, less than 21 days ago",0,5149,NA,,NA,NA
3,Deaths involving COVID-19,2021-09,40-49,"Second dose, at least 21 days ago",22,369074,5.9,,8.9,3.7
3,Deaths involving COVID-19,2021-09,50-59,Unvaccinated,77,39603,197.2,,246.5,155.6
3,Deaths involving COVID-19,2021-09,50-59,"First dose, less than 21 days ago",0,590,NA,,NA,NA
3,Deaths involving COVID-19,2021-09,50-59,"First dose, at least 21 days ago",9,9269,97.2,u,184.8,44.2
3,Deaths involving COVID-19,2021-09,50-59,"Second dose, less than 21 days ago",0,1695,NA,,NA,NA
3,Deaths involving COVID-19,2021-09,50-59,"Second dose, at least 21 days ago",96,477033,19.7,,24.1,16.0
3,Deaths involving COVID-19,2021-09,60-69,Unvaccinated,105,22159,490.3,,584.9,395.6
3,Deaths involving COVID-19,2021-09,60-69,"First dose, less than 21 days ago",0,225,NA,,NA,NA
3,Deaths involving COVID-19,2021-09,60-69,"First dose, at least 21 days ago",19,4636,406.0,u,637.4,242.1
3,Deaths involving COVID-19,2021-09,60-69,"Second dose, less than 21 days ago",0,638,NA,,NA,NA
3,Deaths involving COVID-19,2021-09,60-69,"Second dose, at least 21 days ago",240,407182,59.4,,66.9,51.9
3,Deaths involving COVID-19,2021-09,70-79,Unvaccinated,102,10688,965.6,,1155.1,776.2
3,Deaths involving COVID-19,2021-09,70-79,"First dose, less than 21 days ago",0,71,NA,,NA,NA
3,Deaths involving COVID-19,2021-09,70-79,"First dose, at least 21 days ago",19,2288,841.2,u,1314.4,505.9
3,Deaths involving COVID-19,2021-09,70-79,"Second dose, less than 21 days ago",0,217,NA,,NA,NA
3,Deaths involving COVID-19,2021-09,70-79,"Second dose, at least 21 days ago",561,341876,164.9,,178.6,151.3
3,Deaths involving COVID-19,2021-09,80-89,Unvaccinated,106,4361,2411.1,,2870.5,1951.7
3,Deaths involving COVID-19,2021-09,80-89,"First dose, less than 21 days ago",0,27,NA,,NA,NA
3,Deaths involving COVID-19,2021-09,80-89,"First dose, at least 21 days ago",20,1351,1478.6,,2291.9,897.2
3,Deaths involving COVID-19,2021-09,80-89,"Second dose, less than 21 days ago",0,89,NA,,NA,NA
3,Deaths involving COVID-19,2021-09,80-89,"Second dose, at least 21 days ago",721,162986,440.5,,472.6,408.3
3,Deaths involving COVID-19,2021-09,90+,Unvaccinated,38,1263,3007.7,,4128.5,2128.2
3,Deaths involving COVID-19,2021-09,90+,"First dose, less than 21 days ago",0,7,NA,,NA,NA
3,Deaths involving COVID-19,2021-09,90+,"First dose, at least 21 days ago",12,469,2556.8,u,4466.5,1319.6
3,Deaths involving COVID-19,2021-09,90+,"Second dose, less than 21 days ago",0,25,NA,,NA,NA
3,Deaths involving COVID-19,2021-09,90+,"Second dose, at least 21 days ago",363,35990,1008.6,,1117.9,907.5
3,Deaths involving COVID-19,2021-10,18-39,Unvaccinated,14,218387,6.7,u,11.4,3.7
3,Deaths involving COVID-19,2021-10,18-39,"First dose, less than 21 days ago",0,6159,NA,,NA,NA
